Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,Q9D404,Q9D404,-0.750754391,0.750754391,0.00018866,0.000270468,14,Q9D404,Oxsm,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",OXSM_MOUSE,10,-40.57072819,0.594292718,Injured,Non-injured,"mitochondrion,cytosol",3-oxoacyl-[acyl-carrier-protein] synthase activity,"acyl-CoA metabolic process,short-chain fatty acid biosynthetic process,medium-chain fatty acid biosynthetic process"
Injured / Non-injured,P27661,P27661,0.763687279,0.763687279,0.000190045,0.000271818,16,P27661,H2afx,Histone H2AX,H2AX_MOUSE,8,69.782443,1.69782443,Injured,Non-injured,"chromatin,nucleosome,nuclear chromatin,condensed nuclear chromosome,male germ cell nucleus,XY body,nucleus,nucleoplasm,replication fork,chromosome,centrosome,nuclear speck,site of double-strand break,extracellular exosome,chromosome, telomeric region","damaged DNA binding,protein binding,enzyme binding,histone binding,protein heterodimerization activity","double-strand break repair via homologous recombination,DNA repair,chromatin silencing,cellular response to DNA damage stimulus,spermatogenesis,meiotic cell cycle,DNA damage checkpoint"
Injured / Non-injured,A0A087WS96;Q8BG73,A0A087WS96;Q8BG73,-1.518845518,1.518845518,0.000192303,0.000273526,14,A0A087WS96;Q8BG73,Sh3bgrl2,SH3 domain-binding glutamic acid-rich-like protein;SH3 domain-binding glutamic acid-rich-like protein 2,A0A087WS96_MOUSE;SH3L2_MOUSE,3,-65.10349441,0.348965056,Injured,Non-injured,";nucleoplasm,cytoplasm,nuclear membrane,extracellular exosome",";protein binding,SH3 domain binding",;biological_process
Injured / Non-injured,Q60649;Q8CCN6,Q60649;Q8CCN6,-0.681522224,0.681522224,0.0001917,0.000273526,14,Q60649;Q8CCN6,Clpb,Caseinolytic peptidase B protein homolog,CLPB_MOUSE;Q8CCN6_MOUSE,10,-37.64929507,0.623507049,Injured,Non-injured,mitochondrion;,"ATP binding,ATPase activity;",cellular response to heat;
Injured / Non-injured,Q60692,Q60692,0.581721043,0.581721043,0.000192383,0.000273526,14,Q60692,Psmb6,Proteasome subunit beta type-6,PSB6_MOUSE,8,49.6633572,1.496633572,Injured,Non-injured,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome","threonine-type endopeptidase activity,cadherin binding",proteolysis involved in cellular protein catabolic process
Injured / Non-injured,H7BX95;Q6PDM2,H7BX95;Q6PDM2,0.896609032,0.896609032,0.000192815,0.000273599,14,H7BX95;Q6PDM2,Srsf1,Serine/arginine-rich-splicing factor 1;Serine/arginine-rich splicing factor 1,H7BX95_MOUSE;SRSF1_MOUSE,12,86.16850583,1.861685058,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,nuclear speck,extracellular exosome,catalytic step 2 spliceosome,exon-exon junction complex",";RNA binding,mRNA binding,protein binding,protein kinase B binding,DNA topoisomerase binding,RS domain binding",";alternative mRNA splicing, via spliceosome,mRNA 5'-splice site recognition,in utero embryonic development,RNA splicing,positive regulation of RNA splicing,oligodendrocyte differentiation,mRNA transport,cardiac muscle contraction,liver regeneration"
Injured / Non-injured,Q91VC4,Q91VC4,-0.6468513,0.6468513,0.000193471,0.000273988,14,Q91VC4,Plvap,Plasmalemma vesicle-associated protein,PLVAP_MOUSE,10,-36.13272953,0.638672705,Injured,Non-injured,"caveola,cell surface,integral component of membrane,perinuclear region of cytoplasm,extracellular exosome",,"MAPK cascade,positive regulation of cellular extravasation,tumor necrosis factor-mediated signaling pathway"
Injured / Non-injured,A0A0R4J157;Q9JIY8,A0A0R4J157;Q9JIY8,-1.17201926,1.17201926,0.000197371,0.000278413,14,A0A0R4J157;Q9JIY8,Nat8f3;Cml3,Protein Nat8f3;Probable N-acetyltransferase CML3,A0A0R4J157_MOUSE;CMLO3_MOUSE,4,-55.62002561,0.443799744,Injured,Non-injured,";nucleus,endoplasmic reticulum,Golgi apparatus,integral component of membrane,nuclear membrane,extracellular space",";N-acetyltransferase activity,H4 histone acetyltransferase activity",";gastrulation with mouth forming second,axis elongation,negative regulation of cell adhesion,histone acetylation,histone H4 acetylation"
Injured / Non-injured,D3YZ09;Q9CY66;Q9CY66-2;Q9CY66-3,D3YZ09;Q9CY66;Q9CY66-2;Q9CY66-3,0.935766571,0.935766571,0.000199161,0.000279839,14,D3YZ09;Q9CY66;Q9CY66-2;Q9CY66-3,Gar1,H/ACA ribonucleoprotein complex subunit 1 (Fragment);H/ACA ribonucleoprotein complex subunit 1;Isoform 2 of H/ACA ribonucleoprotein complex subunit 1;Isoform 3 of H/ACA ribonucleoprotein complex subunit 1,D3YZ09_MOUSE;GAR1_MOUSE;GAR1_MOUSE;GAR1_MOUSE,6,91.29067813,1.912906781,Injured,Non-injured,";nuclear chromosome, telomeric region,fibrillar center,dense fibrillar component,Cajal body,box H/ACA snoRNP complex,box H/ACA telomerase RNP complex;;",";protein binding,snoRNA binding,box H/ACA snoRNA binding,telomerase RNA binding;;",;snoRNA guided rRNA pseudouridine synthesis;;
Injured / Non-injured,Q3ULD5,Q3ULD5,-0.875210911,0.875210911,0.000198972,0.000279839,14,Q3ULD5,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCB_MOUSE,29,-45.48258399,0.54517416,Injured,Non-injured,"mitochondrion,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","ATP binding,methylcrotonoyl-CoA carboxylase activity","leucine catabolic process,coenzyme A metabolic process"
Injured / Non-injured,Q99K67,Q99K67,-1.31157638,1.31157638,0.00020054,0.000281226,14,Q99K67,Aass,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",AASS_MOUSE,44,-59.71195735,0.402880426,Injured,Non-injured,"mitochondrion,intracellular membrane-bounded organelle","saccharopine dehydrogenase (NADP+, L-lysine-forming) activity,saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity","generation of precursor metabolites and energy,L-lysine catabolic process,lysine biosynthetic process via aminoadipic acid,L-lysine catabolic process to acetyl-CoA via saccharopine,oxidation-reduction process"
Injured / Non-injured,P56135,P56135,-0.592290375,0.592290375,0.000200966,0.000281274,16,P56135,Atp5j2,"ATP synthase subunit f, mitochondrial",ATPK_MOUSE,4,-33.67109453,0.663289055,Injured,Non-injured,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),nucleus,nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,integral component of membrane,extracellular exosome",ATPase activity,"ATP biosynthetic process,proton transport"
Injured / Non-injured,Q9D7N3,Q9D7N3,-0.800618866,0.800618866,0.000202092,0.000282299,14,Q9D7N3,Mrps9,"28S ribosomal protein S9, mitochondrial",RT09_MOUSE,3,-42.58971453,0.574102855,Injured,Non-injured,"nucleolus,mitochondrion,mitochondrial small ribosomal subunit","RNA binding,structural constituent of ribosome","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),translation"
Injured / Non-injured,Q8BYA0,Q8BYA0,1.222212888,1.222212888,0.000205728,0.00028682,14,Q8BYA0,Tbcd,Tubulin-specific chaperone D,TBCD_MOUSE,6,133.3042984,2.333042984,Injured,Non-injured,"cytoplasm,centrosome,microtubule,adherens junction,bicellular tight junction,lateral plasma membrane","GTPase activator activity,beta-tubulin binding","microtubule cytoskeleton organization,mitotic cell cycle,protein folding,tubulin complex assembly,post-chaperonin tubulin folding pathway,negative regulation of cell-substrate adhesion,negative regulation of microtubule polymerization,adherens junction assembly,positive regulation of GTPase activity,cell morphogenesis involved in neuron differentiation,bicellular tight junction assembly"
Injured / Non-injured,P26883,P26883,0.903108054,0.903108054,0.000208759,0.000290483,14,P26883,Fkbp1a,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKB1A_MOUSE,4,87.00904545,1.870090454,Injured,Non-injured,"cytoplasm,cytosol,membrane,sarcoplasmic reticulum,Z disc,extrinsic component of organelle membrane,sarcoplasmic reticulum membrane,axon terminus,extracellular exosome,cytoplasmic side of membrane,ryanodine receptor complex","peptidyl-prolyl cis-trans isomerase activity,signal transducer activity,protein binding,FK506 binding,drug binding,enzyme binding,Hsp70 protein binding,type I transforming growth factor beta receptor binding,protein homodimerization activity,ion channel binding,SMAD binding,activin binding","protein peptidyl-prolyl isomerization,negative regulation of protein phosphorylation,heart morphogenesis,muscle contraction,SMAD protein complex assembly,response to iron ion,cytokine-mediated signaling pathway,response to caffeine,positive regulation of protein ubiquitination,positive regulation of protein binding,negative regulation of phosphoprotein phosphatase activity,regulation of protein localization,regulation of activin receptor signaling pathway,T cell proliferation,positive regulation of I-kappaB kinase/NF-kappaB signaling,regulation of immune response,release of sequestered calcium ion into cytosol,ventricular cardiac muscle tissue morphogenesis,regulation of ryanodine-sensitive calcium-release channel activity,heart trabecula formation,chaperone-mediated protein folding,fibril organization,regulation of amyloid precursor protein catabolic process,amyloid fibril formation"
Injured / Non-injured,E9QA16;Q8VCQ8,E9QA16;Q8VCQ8,1.529554496,1.529554496,0.000210881,0.000291178,14,E9QA16;Q8VCQ8,Cald1,Protein Cald1;Caldesmon 1,E9QA16_MOUSE;Q8VCQ8_MOUSE,27,188.6966758,2.886966758,Injured,Non-injured,;,;,;
Injured / Non-injured,P62849;P62849-2;P62849-3,P62849;P62849-2;P62849-3,0.901418424,0.901418424,0.000210748,0.000291178,14,P62849;P62849-2;P62849-3,Rps24,40S ribosomal protein S24;Isoform 2 of 40S ribosomal protein S24;Isoform 3 of 40S ribosomal protein S24,RS24_MOUSE,5,86.79015575,1.867901557,Injured,Non-injured,"nucleus,small ribosomal subunit,membrane,cytosolic small ribosomal subunit;;","RNA binding,structural constituent of ribosome;;","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA processing,translation,erythrocyte homeostasis,ribosomal small subunit biogenesis;;"
Injured / Non-injured,Q8VHX6;Q8VHX6-2,Q8VHX6;Q8VHX6-2,1.089675004,1.089675004,0.000210233,0.000291178,10,Q8VHX6;Q8VHX6-2,Flnc,Filamin-C;Isoform 2 of Filamin-C,FLNC_MOUSE,9,112.8260877,2.128260877,Injured,Non-injured,"cytoplasm,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,sarcoplasm,Z disc,sarcolemma;","actin binding,cytoskeletal protein binding,ankyrin binding,actin filament binding;","actin filament-based process,muscle fiber development;"
Injured / Non-injured,Q20BD0;Q99020,Q20BD0;Q99020,1.33095599,1.33095599,0.000212866,0.000292792,14,Q20BD0;Q99020,Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,Q20BD0_MOUSE;ROAA_MOUSE,11,151.5693201,2.515693201,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,intracellular ribonucleoprotein complex,RNA polymerase II transcription factor complex",";RNA binding,protein binding,transcription factor activity, sequence-specific DNA binding,sequence-specific DNA binding",";negative regulation of transcription from RNA polymerase II promoter,epithelial to mesenchymal transition,transcription, DNA-templated,positive regulation of transcription, DNA-templated"
Injured / Non-injured,A0A140T8V1;P11404,A0A140T8V1;P11404,-1.603243194,1.603243194,0.000213919,0.000293118,14,A0A140T8V1;P11404,Fabp3-ps1;Fabp3,"Protein Fabp3-ps1;Fatty acid-binding protein, heart",A0A140T8V1_MOUSE;FABPH_MOUSE,10,-67.08637564,0.329136244,Injured,Non-injured,";extracellular space,cytosol,sarcoplasm,extracellular exosome",";long-chain fatty acid transporter activity,cytoskeletal protein binding,long-chain fatty acid binding,icosatetraenoic acid binding,oleic acid binding",";fatty acid metabolic process,response to insulin,response to drug,cholesterol homeostasis,long-chain fatty acid import,regulation of fatty acid oxidation,phospholipid homeostasis,response to fatty acid,positive regulation of phospholipid biosynthetic process,regulation of phosphatidylcholine biosynthetic process"
Injured / Non-injured,P62814,P62814,-0.689454803,0.689454803,0.000213882,0.000293118,16,P62814,Atp6v1b2,"V-type proton ATPase subunit B, brain isoform",VATB2_MOUSE,20,-37.99118618,0.620088138,Injured,Non-injured,"ruffle,cytoplasm,lysosomal membrane,cytosol,plasma membrane,microvillus,endomembrane system,integral component of membrane,proton-transporting V-type ATPase, V1 domain,melanosome,myelin sheath,intracellular membrane-bounded organelle,extracellular exosome","ATP binding,hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","ATP hydrolysis coupled proton transport,ATP metabolic process"
Injured / Non-injured,Q64442,Q64442,-1.093596458,1.093596458,0.000224001,0.000306348,16,Q64442,Sord,Sorbitol dehydrogenase,DHSO_MOUSE,23,-53.14082231,0.468591777,Injured,Non-injured,"mitochondrion,membrane,motile cilium,mitochondrial membrane,extracellular exosome","L-iditol 2-dehydrogenase activity,zinc ion binding,identical protein binding,D-xylulose reductase activity,NAD binding","sorbitol metabolic process,sorbitol catabolic process,response to osmotic stress,response to hormone,flagellated sperm motility,response to nutrient levels,response to drug,fructose biosynthetic process,response to cadmium ion,response to copper ion,L-xylitol catabolic process,L-xylitol metabolic process,oxidation-reduction process"
Injured / Non-injured,O09159,O09159,1.055605956,1.055605956,0.000225825,0.000308255,14,O09159,Man2b1,Lysosomal alpha-mannosidase,MA2B1_MOUSE,7,107.8591066,2.078591066,Injured,Non-injured,"extracellular space,lysosome,extracellular exosome","alpha-mannosidase activity,mannose binding,metal ion binding","mannose metabolic process,cellular protein modification process,protein deglycosylation,learning or memory"
Injured / Non-injured,Q8CI94,Q8CI94,0.779575325,0.779575325,0.000227103,0.000309412,14,Q8CI94,Pygb,"Glycogen phosphorylase, brain form",PYGB_MOUSE,17,71.66254888,1.716625489,Injured,Non-injured,"cytoplasm,membrane,axon,extracellular exosome","glycogen phosphorylase activity,pyridoxal phosphate binding,Requires Ontology",glycogen catabolic process
Injured / Non-injured,Q8R3P0,Q8R3P0,-1.427327557,1.427327557,0.000229714,0.000312376,14,Q8R3P0,Aspa,Aspartoacylase,ACY2_MOUSE,11,-62.81809886,0.371819011,Injured,Non-injured,"nucleus,cytosol,extracellular exosome","aminoacylase activity,protein binding,hydrolase activity, acting on ester bonds,aspartoacylase activity,identical protein binding,metal ion binding","acetate metabolic process,central nervous system myelination,positive regulation of oligodendrocyte differentiation"
Injured / Non-injured,A2CEL1;A9R9W0;P11588,A2CEL1;A9R9W0;P11588,3.601175317,3.601175317,0.000230787,0.000312651,16,A2CEL1;A9R9W0;P11588,Mup1;Mup15;Mup1,Major urinary protein 1;Major urinary protein 17;Major urinary protein 1,A2CEL1_MOUSE;A9R9W0_MOUSE;MUP1_MOUSE,21,1113.5615,12.135615,Injured,Non-injured,";cellular_component,extracellular region;extracellular space,nucleus,cytosol",";molecular_function,transporter activity,pheromone binding,small molecule binding;insulin-activated receptor activity,pheromone activity,transporter activity,pheromone binding,small molecule binding",";transport,biological_process;energy reserve metabolic process,transport,insulin receptor signaling pathway,aerobic respiration,cellular response to starvation,positive regulation of gene expression,negative regulation of lipid storage,positive regulation of glucose metabolic process,heat generation,response to stilbenoid,glucose homeostasis,locomotor rhythm,negative regulation of gluconeogenesis,positive regulation of lipid metabolic process,negative regulation of transcription, DNA-templated,negative regulation of lipid biosynthetic process,positive regulation of protein kinase B signaling,negative regulation of insulin secretion involved in cellular response to glucose stimulus,mitochondrion morphogenesis,cellular response to food,cellular response to testosterone stimulus,cellular response to lipid"
Injured / Non-injured,P50285,P50285,-0.657946891,0.657946891,0.000230443,0.000312651,14,P50285,Fmo1,Dimethylaniline monooxygenase [N-oxide-forming] 1,FMO1_MOUSE,22,-36.62204085,0.633779591,Injured,Non-injured,"endoplasmic reticulum membrane,integral component of membrane,organelle membrane","monooxygenase activity,N,N-dimethylaniline monooxygenase activity,flavin adenine dinucleotide binding,NADP binding","organic acid metabolic process,response to osmotic stress,toxin metabolic process,drug metabolic process,response to lipopolysaccharide,NADPH oxidation"
Injured / Non-injured,Q8CI51,Q8CI51,1.418515253,1.418515253,0.000238184,0.000321459,14,Q8CI51,Pdlim5,PDZ and LIM domain protein 5,PDLI5_MOUSE,22,167.3102674,2.673102674,Injured,Non-injured,"cytosol,cell-cell adherens junction,postsynaptic density,actin cytoskeleton,Z disc,neuron projection,postsynaptic membrane","protein binding,metal ion binding,cadherin binding involved in cell-cell adhesion","regulation of synapse assembly,regulation of dendritic spine morphogenesis,cell-cell adhesion"
Injured / Non-injured,Q9CPS6,Q9CPS6,-1.127529732,1.127529732,0.000239185,0.000322205,14,Q9CPS6,Hint3,Histidine triad nucleotide-binding protein 3,HINT3_MOUSE,2,-54.23012464,0.457698754,Injured,Non-injured,"nucleus,cytoplasm,extracellular exosome","nucleotide binding,hydrolase activity",biological_process
Injured / Non-injured,Q8VCN5,Q8VCN5,-1.309294814,1.309294814,0.000239939,0.000322614,14,Q8VCN5,Cth,Cystathionine gamma-lyase,CGL_MOUSE,19,-59.648193,0.40351807,Injured,Non-injured,"cytoplasm,cytosol,extracellular exosome","cystathionine gamma-synthase activity,cystathionine gamma-lyase activity,protein binding,calmodulin binding,pyridoxal phosphate binding,identical protein binding,L-cystine L-cysteine-lyase (deaminating),L-cysteine desulfhydrase activity,selenomethionine gamma-lyase activity","selenium compound metabolic process,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,protein sulfhydration,positive regulation of NF-kappaB transcription factor activity,protein homotetramerization,hydrogen sulfide biosynthetic process,'de novo' L-methionine biosynthetic process,positive regulation of aortic smooth muscle cell differentiation,cellular response to leukemia inhibitory factor,negative regulation of apoptotic signaling pathway"
Injured / Non-injured,A0A0G2JEC4;Q9JK48;Q9JK48-2,A0A0G2JEC4;Q9JK48;Q9JK48-2,1.315887934,1.315887934,0.000241759,0.000324454,14,A0A0G2JEC4;Q9JK48;Q9JK48-2,Sh3glb1,Endophilin-B1;Endophilin-B1;Isoform 2 of Endophilin-B1,A0A0G2JEC4_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE,7,148.9555079,2.489555079,Injured,Non-injured,";Golgi membrane,autophagosome membrane,cytoplasm,mitochondrial envelope,mitochondrial outer membrane,endoplasmic reticulum,cytosol,membrane,midbody,cytoplasmic vesicle,protein complex,extracellular exosome;",";fatty acid binding,protein binding,lysophosphatidic acid acyltransferase activity,identical protein binding,protein homodimerization activity,cadherin binding;",";phosphatidic acid biosynthetic process,apoptotic process,phospholipid biosynthetic process,positive regulation of autophagy,regulation of protein stability,positive regulation of protein oligomerization,regulation of cytokinesis,receptor catabolic process,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of phosphatidylinositol 3-kinase activity,autophagic cell death,'de novo' posttranslational protein folding,protein oligomerization,membrane fission,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,positive regulation of membrane tubulation,protein localization to vacuolar membrane,positive regulation of protein targeting to mitochondrion,positive regulation of autophagosome assembly;"
Injured / Non-injured,Q8BX02,Q8BX02,1.04950348,1.04950348,0.000245795,0.000328642,13,Q8BX02,Kank2,KN motif and ankyrin repeat domain-containing protein 2,KANK2_MOUSE,4,106.9817374,2.069817374,Injured,Non-injured,"cytoplasm,mitochondrion",molecular_function,"negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,apoptotic process,negative regulation of cell proliferation,negative regulation of intracellular estrogen receptor signaling pathway,negative regulation of programmed cell death,negative regulation of stress fiber assembly,negative regulation of vitamin D receptor signaling pathway,negative regulation of G1/S transition of mitotic cell cycle"
Injured / Non-injured,Q3UUI3,Q3UUI3,-0.689596945,0.689596945,0.000247306,0.000329518,14,Q3UUI3,Them4,Acyl-coenzyme A thioesterase THEM4,THEM4_MOUSE,4,-37.99729534,0.620027047,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,ruffle membrane","palmitoyl-CoA hydrolase activity,Requires Ontology","fatty acid metabolic process,viral process,protein kinase B signaling,regulation of mitochondrial membrane permeability involved in apoptotic process"
Injured / Non-injured,Q921F2,Q921F2,1.012198398,1.012198398,0.000247368,0.000329518,14,Q921F2,Tardbp,TAR DNA-binding protein 43,TADBP_MOUSE,16,101.6982264,2.016982264,Injured,Non-injured,"nucleus,nucleoplasm,perichromatin fibrils,cytoplasm,nuclear speck,interchromatin granule","transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,double-stranded DNA binding,RNA binding,mRNA 3'-UTR binding,protein binding,identical protein binding","negative regulation of protein phosphorylation,transcription from RNA polymerase II promoter,mRNA processing,RNA splicing,negative regulation of gene expression,positive regulation of insulin secretion,response to endoplasmic reticulum stress,regulation of apoptotic process,negative regulation by host of viral transcription,positive regulation of transcription from RNA polymerase II promoter,regulation of cell cycle,3'-UTR-mediated mRNA stabilization,nuclear inner membrane organization"
Injured / Non-injured,P03888,P03888,-1.63416943,1.63416943,0.00025044,0.000332377,14,P03888,Mtnd1,NADH-ubiquinone oxidoreductase chain 1,NU1M_MOUSE,2,-67.78441784,0.322155822,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane,dendrite,neuronal cell body",NADH dehydrogenase (ubiquinone) activity,"response to organic cyclic compound,response to hydroperoxide,response to drug,cellular respiration"
Injured / Non-injured,D3YUP1;Q9WVG6;Q9WVG6-2,D3YUP1;Q9WVG6;Q9WVG6-2,1.907796682,1.907796682,0.000252704,0.000334763,12,D3YUP1;Q9WVG6;Q9WVG6-2,Carm1,Histone-arginine methyltransferase CARM1;Histone-arginine methyltransferase CARM1;Isoform 2 of Histone-arginine methyltransferase CARM1,D3YUP1_MOUSE;CARM1_MOUSE;CARM1_MOUSE,6,275.2355932,3.752355932,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,cytosol,protein complex,RNA polymerase II transcription factor complex;",";RNA polymerase II transcription coactivator activity,transcription coactivator activity,protein binding,protein methyltransferase activity,histone-arginine N-methyltransferase activity,protein-arginine N-methyltransferase activity,ligand-dependent nuclear receptor transcription coactivator activity,protein-arginine omega-N asymmetric methyltransferase activity,histone methyltransferase activity (H3-R17 specific),histone methyltransferase activity,protein homodimerization activity,transcription regulatory region DNA binding,lysine-acetylated histone binding;",";regulation of growth plate cartilage chondrocyte proliferation,transcription, DNA-templated,regulation of transcription, DNA-templated,protein methylation,aging,positive regulation of cell proliferation,histone methylation,peptidyl-arginine methylation, to asymmetrical-dimethyl arginine,intracellular steroid hormone receptor signaling pathway,intracellular estrogen receptor signaling pathway,negative regulation of protein binding,regulation of intracellular estrogen receptor signaling pathway,histone arginine methylation,histone H3-R2 methylation,histone H3-R17 methylation,positive regulation of fat cell differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of NF-kappaB transcription factor activity,response to cAMP,endochondral bone morphogenesis,protein localization to chromatin,regulation of mRNA binding,negative regulation of dendrite development;"
Injured / Non-injured,Q99L13,Q99L13,-1.401837845,1.401837845,0.000253333,0.000334978,14,Q99L13,Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",3HIDH_MOUSE,17,-62.15532678,0.378446732,Injured,Non-injured,mitochondrion,"phosphogluconate dehydrogenase (decarboxylating) activity,3-hydroxyisobutyrate dehydrogenase activity,NAD binding","valine catabolic process,oxidation-reduction process"
Injured / Non-injured,A2ADY9,A2ADY9,0.792800474,0.792800474,0.000254327,0.000335674,14,A2ADY9,Ddi2,Protein DDI1 homolog 2,DDI2_MOUSE,5,73.24340994,1.732434099,Injured,Non-injured,"nucleoplasm,cytosol,brush border,membrane","aspartic-type endopeptidase activity,identical protein binding,ubiquitin binding","proteolysis,intestinal absorption"
Injured / Non-injured,Q7TNC4;Q7TNC4-2;Q7TNC4-3;Q7TNC4-4,Q7TNC4;Q7TNC4-2;Q7TNC4-3;Q7TNC4-4,0.735778202,0.735778202,0.000256946,0.000338509,14,Q7TNC4;Q7TNC4-2;Q7TNC4-3;Q7TNC4-4,Luc7l2,Putative RNA-binding protein Luc7-like 2;Isoform 2 of Putative RNA-binding protein Luc7-like 2;Isoform 3 of Putative RNA-binding protein Luc7-like 2;Isoform 4 of Putative RNA-binding protein Luc7-like 2,LC7L2_MOUSE,10,66.52955023,1.665295502,Injured,Non-injured,"U1 snRNP,nuclear speck,U2-type prespliceosome;;;","RNA binding,mRNA binding,enzyme binding;;;",mRNA splice site selection;;;
Injured / Non-injured,Q9CZD3,Q9CZD3,0.69419254,0.69419254,0.000258649,0.000340128,14,Q9CZD3,Gars,Glycine--tRNA ligase,SYG_MOUSE,16,61.7978615,1.617978615,Injured,Non-injured,"mitochondrion,cytosol,secretory granule,axon,extracellular exosome","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,glycine-tRNA ligase activity,protein binding,ATP binding,identical protein binding,protein dimerization activity","glycyl-tRNA aminoacylation,diadenosine tetraphosphate biosynthetic process,mitochondrial glycyl-tRNA aminoacylation"
Injured / Non-injured,O88533,O88533,-1.398394854,1.398394854,0.000262021,0.000343554,14,O88533,Ddc,Aromatic-L-amino-acid decarboxylase,DDC_MOUSE,3,-62.06490264,0.379350974,Injured,Non-injured,"cytoplasm,synaptic vesicle,axon,neuronal cell body,extracellular exosome","aromatic-L-amino-acid decarboxylase activity,amino acid binding,enzyme binding,protein domain specific binding,pyridoxal phosphate binding,L-dopa decarboxylase activity","cellular amino acid metabolic process,circadian rhythm,response to toxic substance,multicellular organism aging,aminergic neurotransmitter loading into synaptic vesicle,isoquinoline alkaloid metabolic process,cellular response to drug,dopamine biosynthetic process,serotonin biosynthetic process,response to pyrethroid,phytoalexin metabolic process,cellular response to alkaloid,cellular response to growth factor stimulus"
Injured / Non-injured,Q9CWJ9,Q9CWJ9,1.266900275,1.266900275,0.000262211,0.000343554,14,Q9CWJ9,Atic,Bifunctional purine biosynthesis protein PURH,PUR9_MOUSE,23,140.6439703,2.406439703,Injured,Non-injured,"mitochondrion,membrane,extracellular exosome","IMP cyclohydrolase activity,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,protein homodimerization activity,cadherin binding","brainstem development,'de novo' IMP biosynthetic process,nucleoside metabolic process,response to inorganic substance,cerebellum development,cerebral cortex development,animal organ regeneration,dihydrofolate metabolic process,tetrahydrofolate biosynthetic process"
Injured / Non-injured,Q9JII6,Q9JII6,-0.853238985,0.853238985,0.000268124,0.000350024,16,Q9JII6,Akr1a1,Alcohol dehydrogenase [NADP(+)],AK1A1_MOUSE,26,-44.64594103,0.55354059,Injured,Non-injured,"extracellular space,cytosol,apical plasma membrane,extracellular exosome","alditol:NADP+ 1-oxidoreductase activity,alcohol dehydrogenase (NADP+) activity,L-glucuronate reductase activity","L-ascorbic acid biosynthetic process,D-glucuronate catabolic process,aldehyde catabolic process,oxidation-reduction process"
Injured / Non-injured,A2AQY8;Q8BTY1,A2AQY8;Q8BTY1,-1.113900177,1.113900177,0.000274008,0.000355765,14,A2AQY8;Q8BTY1,Kyat1,Kynurenine--oxoglutarate transaminase 1,A2AQY8_MOUSE;KAT1_MOUSE,6,-53.79567452,0.462043255,Injured,Non-injured,";nucleoplasm,cytosol",";kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,L-phenylalanine:pyruvate aminotransferase activity,glutamine-phenylpyruvate transaminase activity,cysteine-S-conjugate beta-lyase activity,L-glutamine:pyruvate aminotransferase activity",";cellular modified amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine catabolic process"
