PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Cgnl1,Cingulin-like 1;Cingulin-like protein 1;Isoform 4 of Cingulin-like protein 1;Isoform 5 of Cingulin-like protein 1,B2RSU6;Q6AW69;Q6AW69-4;Q6AW69-5,B2RSU6_MOUSE;CGNL1_MOUSE;CGNL1_MOUSE;CGNL1_MOUSE,";bicellular tight junction,actin cytoskeleton,myosin complex,apical junction complex;;",";actin filament organization,negative regulation of small GTPase mediated signal transduction;;",";molecular_function,motor activity;;",1.16E-10,14,15,15,4,15,15,14,Filtered,14,15,15,4,15,15,14,Filtered,35.60586166,39.98526001,33.98806,12.83923435,39.20851135,33.26508713,31.14192581,Filtered
Erbin,Erbb2ip protein;Erbb2ip protein;Erbin;Isoform 1 of Erbin;Isoform 2 of Erbin,B2RUJ2;B7ZNX6;Q80TH2;Q80TH2-1;Q80TH2-2,B2RUJ2_MOUSE;B7ZNX6_MOUSE;ERBIN_MOUSE;ERBIN_MOUSE;ERBIN_MOUSE,";;nucleus,cytoplasm,plasma membrane,basolateral plasma membrane,nuclear speck,cell junction,hemidesmosome,nuclear membrane;;",";;protein targeting,epidermal growth factor receptor signaling pathway,negative regulation of NF-kappaB transcription factor activity,response to muramyl dipeptide,response to lipopolysaccharide,negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,cellular response to tumor necrosis factor,negative regulation of monocyte chemotactic protein-1 production;;",";;receptor binding,ErbB-2 class receptor binding,integrin binding,protein binding;;",0.00042393,1,3,2,1,2,2,1,Filtered,1,3,2,1,2,2,1,Filtered,15.50944519,26.62025642,13.08848667,20.03352356,11.9706707,25.12724113,18.68782806,Filtered
Trappc11,Trafficking protein particle complex subunit 11,B2RXC1,TPC11_MOUSE,"Golgi apparatus,TRAPP complex","ER to Golgi vesicle-mediated transport,Golgi organization,protein oligomerization,regulation of protein complex stability",molecular_function,0.00092798,2,3,Filtered,2,2,2,3,Filtered,2,3,Filtered,2,2,2,3,Filtered,8.829145432,6.184406281,Filtered,8.698168755,6.048707008,5.170015812,5.192547798,Filtered
Plxnb2,Plexin-B2,B2RXS4,PLXB2_MOUSE,"integral component of plasma membrane,cell surface,extracellular exosome","neural tube closure,regulation of protein phosphorylation,homophilic cell adhesion via plasma membrane adhesion molecules,negative regulation of cell adhesion,neuroblast proliferation,brain development,regulation of cell shape,positive regulation of neuron projection development,regulation of GTPase activity,positive regulation of axonogenesis,semaphorin-plexin signaling pathway,regulation of neuron migration","protein binding,semaphorin receptor activity",2.15E-19,16,20,16,18,14,17,18,Filtered,16,20,16,18,14,17,18,Filtered,21.48809624,22.49378204,23.74670219,41.76370239,22.57539177,24.97918892,25.43813515,Filtered
Rbm25,RNA-binding protein 25,B2RY56,RBM25_MOUSE,"spliceosomal complex,cytoplasm,nuclear speck","regulation of alternative mRNA splicing, via spliceosome,mRNA processing,apoptotic process,RNA splicing,regulation of apoptotic process",mRNA binding,1.28E-21,5,8,4,7,6,8,4,Filtered,5,8,4,7,6,8,4,Filtered,166.8105621,62.6268692,166.3231964,256.2885132,112.1433105,166.6061554,74.49867249,Filtered
Deptor,DEP domain-containing mTOR-interacting protein,B2ZRS5,B2ZRS5_MOUSE,,,,7.79E-05,2,3,1,1,3,2,1,Filtered,2,3,1,1,3,2,1,Filtered,96.66771698,17.85343933,47.28203964,121.4304886,87.11511993,1.209390521,117.0503235,Filtered
Mup17,Major urinary protein 17,B5X0G2,MUP17_MOUSE,"cellular_component,extracellular region","transport,biological_process","molecular_function,transporter activity,pheromone binding,small molecule binding",4.31E-20,34,58,34,47,38,57,30,8,34,58,34,47,38,57,30,8,441.8051453,10574.35938,700.1386719,3264.291992,503.9304504,9055.352539,378.651001,4032.429199
Flna,"Filamin, alpha;Filamin-A",B7FAU9;Q8BTM8,B7FAU9_MOUSE;FLNA_MOUSE,";nucleus,nucleolus,cytoplasm,trans-Golgi network,cytosol,plasma membrane,brush border,cell-cell junction,focal adhesion,cell cortex,actin cytoskeleton,membrane,Z disc,growth cone,extracellular matrix,Myb complex,actin filament bundle,extracellular exosome,filamentous actin",";angiogenesis,epithelial to mesenchymal transition,blood vessel remodeling,heart morphogenesis,adenylate cyclase-inhibiting dopamine receptor signaling pathway,negative regulation of neuron projection development,negative regulation of transcription from RNA polymerase I promoter,actin cytoskeleton organization,regulation of cell migration,actin cytoskeleton reorganization,regulation of actin filament bundle assembly,protein localization to cell surface,negative regulation of protein catabolic process,positive regulation of transcription factor import into nucleus,negative regulation of apoptotic process,receptor clustering,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of sequence-specific DNA binding transcription factor activity,wound healing, spreading of cells,early endosome to late endosome transport,establishment of protein localization,cell-cell junction organization,protein stabilization,cytoplasmic sequestering of protein,actin crosslink formation,cilium morphogenesis,platelet aggregation,semaphorin-plexin signaling pathway,protein localization to plasma membrane,mitotic spindle assembly,positive regulation of substrate adhesion-dependent cell spreading,positive regulation of potassium ion transmembrane transport,regulation of membrane repolarization during atrial cardiac muscle cell action potential,regulation of membrane repolarization during cardiac muscle cell action potential,positive regulation of integrin-mediated signaling pathway",";G-protein coupled receptor binding,RNA binding,actin binding,signal transducer activity,protein kinase C binding,protein binding,transcription factor binding,potassium channel regulator activity,Rho GTPase binding,Ral GTPase binding,kinase binding,small GTPase binding,Fc-gamma receptor I complex binding,protein homodimerization activity,ion channel binding,cadherin binding,Rac GTPase binding,actin filament binding,GTPase binding",3.10E-40,111,144,88,151,102,146,113,Filtered,111,144,88,151,102,146,113,Filtered,114.3615494,406.8123779,91.55595398,573.4377441,93.75263214,378.8068848,128.2739868,Filtered
Ncoa5,Nuclear receptor coactivator 5,B7ZC24;Q91W39,B7ZC24_MOUSE;NCOA5_MOUSE,";extracellular space,nucleus,actin cytoskeleton",";transcription, DNA-templated,regulation of transcription, DNA-templated,glucose homeostasis,negative regulation of insulin receptor signaling pathway",";chromatin binding,RNA binding",9.61E-05,1,2,1,3,2,4,3,Filtered,1,2,1,3,2,4,3,Filtered,6.673949718,7.930040359,3.889957428,16.08730698,8.000023842,7.573248863,2.6539433,Filtered
Bpifa2,BPI fold-containing family A member 2 (Fragment);BPI fold-containing family A member 2,B7ZCG3;P07743,B7ZCG3_MOUSE;BPIA2_MOUSE,";extracellular region,secretory granule,extracellular exosome",";biological_process,defense response to bacterium",;lipopolysaccharide binding,0.000528993,1,Filtered,Filtered,3,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,3,Filtered,Filtered,Filtered,Filtered,73.88404846,Filtered,Filtered,32.40750885,Filtered,Filtered,Filtered,Filtered
Abi1,Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Isoform 2 of Abl interactor 1;Isoform 3 of Abl interactor 1;Isoform 4 of Abl interactor 1;Isoform 5 of Abl interactor 1,B7ZCU0;B7ZCU2;B7ZCU3;B7ZCU4;B7ZCU5;J3QNK8;Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5,B7ZCU0_MOUSE;B7ZCU2_MOUSE;B7ZCU3_MOUSE;B7ZCU4_MOUSE;B7ZCU5_MOUSE;J3QNK8_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE,";;;;;;intracellular,nucleus,cytoskeleton,postsynaptic density,lamellipodium,cell junction,filopodium,growth cone,SCAR complex,cell leading edge,neuron projection,postsynaptic membrane,extracellular exosome;;;;",";;;;;;somitogenesis,actin polymerization or depolymerization,peptidyl-tyrosine phosphorylation,megakaryocyte development,dendrite morphogenesis,positive regulation of protein tyrosine kinase activity,lamellipodium morphogenesis;;;;",";;;;;;protein binding,SH3 domain binding,protein tyrosine kinase activator activity,protein complex binding,cadherin binding;;;;",8.91E-16,5,7,5,8,8,8,7,Filtered,5,7,5,8,8,8,7,Filtered,16.77695084,36.74985886,31.26677322,37.20173264,25.1534729,32.61652374,20.30626488,Filtered
Xpnpep3,Probable Xaa-Pro aminopeptidase 3,B7ZMP1,XPP3_MOUSE,"mitochondrion,extracellular exosome","glomerular filtration,protein processing","aminopeptidase activity,manganese ion binding",0.0001187,3,1,2,2,2,3,3,Filtered,3,1,2,2,2,3,3,Filtered,7.659439087,17.13799286,13.98911572,5.102577209,12.13127327,6.416850567,7.014509678,Filtered
Col14a1,Collagen alpha-1(XIV) chain,B7ZNH7,B7ZNH7_MOUSE,,,,1.01E-23,32,41,29,46,34,42,35,Filtered,32,41,29,46,34,42,35,Filtered,40.07210922,69.10354614,28.06989288,201.3720093,31.67850113,103.1121979,50.30918884,Filtered
Nap1l4,Nap1l4 protein;Nucleosome assembly protein 1-like 4,B7ZNL2;Q78ZA7,B7ZNL2_MOUSE;NP1L4_MOUSE,";nucleus,cytoplasm",;nucleosome assembly,";RNA binding,nucleosome binding",1.70E-13,10,8,8,10,8,9,10,Filtered,10,8,8,10,8,9,10,Filtered,26.11856842,25.00379944,24.08624077,40.74875259,25.66955566,33.10881424,20.99248505,Filtered
Mup14,Protein Mup14 (Fragment),B8JI96,B8JI96_MOUSE,,,,1.57E-12,3,6,4,5,3,5,2,Filtered,3,6,4,5,3,5,2,Filtered,86.1594162,152.8827515,140.3642273,716.3686523,67.81148529,1720.202393,65.71173096,Filtered
Bnip1,Vesicle transport protein SEC20,B8JJI4;Q6QD59,B8JJI4_MOUSE;SEC20_MOUSE,";Golgi membrane,nuclear envelope,cytoplasm,mitochondrion,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,SNARE complex,intracellular membrane-bounded organelle",";autophagy,apoptotic process,endoplasmic reticulum organization,protein transport,vesicle-mediated transport,endoplasmic reticulum membrane fusion",;SNAP receptor activity,0.001605004,1,1,1,1,1,1,1,Filtered,1,1,1,0,0,1,1,Filtered,6.609985828,9.515392303,5.071689606,NaN,NaN,8.558526993,4.967097759,Filtered
Cfb;Gm20547;Cfb,Complement factor B;Protein Gm20547;Complement factor B,B8JJM5;B8JJN0;P04186,B8JJM5_MOUSE;B8JJN0_MOUSE;CFAB_MOUSE,";;extracellular space,extracellular exosome,blood microparticle",";proteolysis;proteolysis,complement activation, alternative pathway,cell proliferation",;serine-type endopeptidase activity;serine-type endopeptidase activity,4.37E-22,21,24,15,31,18,20,20,Filtered,21,24,15,31,18,20,20,Filtered,34.102005,33.01412201,28.04110146,167.1413727,23.48386955,36.88135147,41.67721176,Filtered
Tjp1,Tight junction protein ZO-1,B9EHJ3;P39447,B9EHJ3_MOUSE;ZO1_MOUSE,";nucleus,cytoplasm,cytosol,plasma membrane,cell-cell junction,adherens junction,cell-cell adherens junction,gap junction,bicellular tight junction,cell surface,intercalated disc,membrane,basolateral plasma membrane,apical plasma membrane,apicolateral plasma membrane,cell junction,I band,protein complex,apical junction complex,apical part of cell,intercellular canaliculus,occluding junction",";blastocyst formation,sensory perception of sound,response to lipopolysaccharide,response to drug,negative regulation of vascular permeability,response to ethanol,response to magnetism,cellular response to glucose stimulus,establishment of endothelial intestinal barrier",";protein binding,calmodulin binding,protein C-terminus binding,protein domain specific binding,cadherin binding,connexin binding",5.67E-11,10,18,8,14,11,19,10,Filtered,10,18,8,14,11,19,10,Filtered,17.32056046,26.06607628,15.50643253,23.9367485,16.89009857,29.81425476,11.94576359,Filtered
Nup205,"MCG21756, isoform CRA_b",B9EJ54,B9EJ54_MOUSE,,,,2.62E-06,3,7,2,4,2,6,Filtered,Filtered,3,7,2,4,2,6,Filtered,Filtered,9.116437912,3.093412161,8.098514557,10.26639557,6.613183975,8.025870323,Filtered,Filtered
Ptprd,"Protein tyrosine phosphatase, receptor type, D;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Receptor-type tyrosine-protein phosphatase delta;Isoform C of Receptor-type tyrosine-protein phosphatase delta;Isoform J of Receptor-type tyrosine-protein phosphatase delta;Isoform K of Receptor-type tyrosine-protein phosphatase delta;Isoform L of Receptor-type tyrosine-protein phosphatase delta;Isoform A of Receptor-type tyrosine-protein phosphatase delta;Isoform B of Receptor-type tyrosine-protein phosphatase delta;Isoform E of Receptor-type tyrosine-protein phosphatase delta;Isoform F of Receptor-type tyrosine-protein phosphatase delta;Isoform G of Receptor-type tyrosine-protein phosphatase delta;Isoform H of Receptor-type tyrosine-protein phosphatase delta;Isoform I of Receptor-type tyrosine-protein phosphatase delta",B9EJA3;E9PVW8;E9Q7I7;G3UWK6;G3UX60;G3UY75;G3UYU6;Q5SPA9;Q64487;Q64487-1;Q64487-10;Q64487-11;Q64487-12;Q64487-2;Q64487-3;Q64487-5;Q64487-6;Q64487-7;Q64487-8;Q64487-9,B9EJA3_MOUSE;E9PVW8_MOUSE;E9Q7I7_MOUSE;G3UWK6_MOUSE;G3UX60_MOUSE;G3UY75_MOUSE;G3UYU6_MOUSE;Q5SPA9_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE;PTPRD_MOUSE,;;;;;;;;integral component of membrane;;;;;;;;;;;,";;;;;;;;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,neuron differentiation,peptidyl-tyrosine dephosphorylation,negative regulation of JAK-STAT cascade,positive regulation of dendrite morphogenesis,regulation of immune response,positive regulation of synapse assembly,presynaptic membrane assembly;;;;;;;;;;;",";;;;;;;;protein tyrosine phosphatase activity,receptor binding,protein binding,cell adhesion molecule binding;;;;;;;;;;;",0.005372487,2,1,2,1,1,1,2,Filtered,2,1,2,1,1,0,2,Filtered,18.47462654,19.67882538,2.727063179,2.884783268,5.800519466,NaN,6.063064575,Filtered
Tmem229a,Transmembrane protein 229A,B9EJI9,T229A_MOUSE,"cellular_component,integral component of membrane",biological_process,molecular_function,0.002665014,Filtered,1,1,1,Filtered,1,1,Filtered,Filtered,1,0,1,Filtered,1,1,Filtered,Filtered,17.4893074,NaN,413.4107361,Filtered,17.85272598,313.8063049,Filtered
Mon2,Mon2 protein;Protein MON2 homolog;Isoform 2 of Protein MON2 homolog,B9EKJ3;Q80TL7;Q80TL7-2,B9EKJ3_MOUSE;MON2_MOUSE;MON2_MOUSE,";cytosol,extracellular exosome;",";Golgi to endosome transport,protein transport;",;;,0.000527424,3,2,2,1,Filtered,2,1,Filtered,3,2,2,1,Filtered,2,1,Filtered,5.21573925,6.843597412,3.71676755,19.1837883,Filtered,5.951982498,11.57937908,Filtered
Gimap4,GTPase IMAP family member 4,D3YTN4,D3YTN4_MOUSE,,,,8.98E-23,13,15,14,9,13,16,13,Filtered,13,15,14,9,13,16,13,Filtered,44.6029129,57.99699783,49.68658066,39.71100998,49.91048431,67.64671326,41.86616516,Filtered
Lsm4,"U6 snRNA-associated Sm-like protein LSm4 (Fragment);LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae), isoform CRA_b;U6 snRNA-associated Sm-like protein LSm4",D3YTP8;Q9CY46;Q9QXA5,D3YTP8_MOUSE;Q9CY46_MOUSE;LSM4_MOUSE,";;cytoplasmic mRNA processing body,nucleoplasm,spliceosomal complex,U6 snRNP,cytoplasm,cytosol,membrane,protein complex,spliceosomal tri-snRNP complex",";;spliceosomal complex assembly,spliceosomal snRNP assembly,nuclear-transcribed mRNA catabolic process,cytoplasmic mRNA processing body assembly",";;RNA binding,U6 snRNA binding,PH domain binding",0.000871254,2,1,1,2,2,2,2,Filtered,2,1,1,2,2,2,2,Filtered,10.98173904,24.08630562,14.78101444,16.20668221,20.56690025,17.00771141,7.88587141,Filtered
Hnrnpdl,Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like (Fragment);Heterogeneous nuclear ribonucleoprotein D-like,D3YTQ3;F6VQH5;Q9Z130,D3YTQ3_MOUSE;F6VQH5_MOUSE;HNRDL_MOUSE,";;nucleus,nucleoplasm,cytoplasm,extracellular exosome",";;transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of gene expression,mRNA metabolic process",";;DNA binding,double-stranded DNA binding,single-stranded DNA binding,RNA binding,poly(A) binding,poly(G) binding",5.81E-12,3,4,2,4,2,3,3,Filtered,3,4,2,4,2,3,3,Filtered,14.64416218,23.35853577,5.242647171,42.19406128,14.11025238,47.29574585,15.82333565,Filtered
Rps15,40S ribosomal protein S15,D3YTQ9;P62843,D3YTQ9_MOUSE;RS15_MOUSE,";focal adhesion,membrane,cytosolic small ribosomal subunit",";ribosomal small subunit assembly,ribosomal small subunit export from nucleus,osteoblast differentiation,rRNA processing,translation,ribosomal small subunit biogenesis",";RNA binding,structural constituent of ribosome,protein binding",2.45E-17,4,4,3,4,4,4,3,Filtered,4,4,3,4,4,4,3,Filtered,74.62149048,112.0731659,80.29309082,128.7266388,94.23761749,132.2216034,68.56613159,Filtered
Sec11a,Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A,D3YTS1;D3YWT0;D3Z569;Q9R0P6,D3YTS1_MOUSE;D3YWT0_MOUSE;D3Z569_MOUSE;SC11A_MOUSE,";;;signal peptidase complex,integral component of membrane,organelle membrane,extracellular exosome",;;;signal peptide processing,";;;peptidase activity,serine-type peptidase activity",5.01E-19,3,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,28.11354828,52.46113968,32.52056122,60.43213654,28.71709824,38.43299866,28.47551727,Filtered
Osbpl3,Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein-related protein 3,D3YTT6;D3Z194;F8WH20;Q9DBS9,D3YTT6_MOUSE;D3Z194_MOUSE;F8WH20_MOUSE;OSBL3_MOUSE,";;;endoplasmic reticulum membrane,cytosol,plasma membrane,membrane,nuclear membrane,filopodium tip,perinuclear endoplasmic reticulum",";;;lipid transport,biological_process",;;;cholesterol binding,2.90E-06,4,7,5,2,5,6,3,Filtered,4,7,5,2,5,6,3,Filtered,6.006109715,11.79544163,5.598263741,9.021910667,3.849262953,8.601668358,5.584963799,Filtered
Ncln,Nicalin,D3YU17;Q8VCM8,D3YU17_MOUSE;NCLN_MOUSE,";endoplasmic reticulum membrane,membrane,integral component of membrane",";regulation of signal transduction,protein destabilization,regulation of protein complex assembly",;molecular_function,2.78E-21,7,7,6,8,8,8,8,Filtered,7,7,6,8,8,8,8,Filtered,40.07882309,64.46325684,33.16619492,52.35687637,36.56026459,37.34941101,33.41177368,Filtered
Mgst1,Microsomal glutathione S-transferase 1,D3YU60;E9QJW0;Q91VS7,D3YU60_MOUSE;E9QJW0_MOUSE;MGST1_MOUSE,";;mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane",";;glutathione metabolic process,oxidation-reduction process,protein homotrimerization,cellular response to lipid hydroperoxide,cellular oxidant detoxification",";;glutathione transferase activity,glutathione peroxidase activity",3.10E-12,2,3,3,3,3,3,3,Filtered,2,3,3,3,3,3,3,Filtered,28.05522537,52.02220535,23.67260933,46.03470993,25.23259163,59.61088181,29.39725494,Filtered
Ndufv1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial;NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",D3YUM1;Q91YT0,D3YUM1_MOUSE;NDUV1_MOUSE,";mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,cytosol",;mitochondrial ATP synthesis coupled electron transport,";protein binding,NADH dehydrogenase (ubiquinone) activity,FMN binding,metal ion binding,NAD binding,4 iron, 4 sulfur cluster binding",1.45E-36,37,33,35,33,34,33,37,Filtered,37,33,35,33,34,33,37,Filtered,521.0029907,271.6121521,578.1629028,376.2859802,496.6339722,249.4598236,476.2453918,Filtered
Carm1,Histone-arginine methyltransferase CARM1;Histone-arginine methyltransferase CARM1;Isoform 2 of Histone-arginine methyltransferase CARM1,D3YUP1;Q9WVG6;Q9WVG6-2,D3YUP1_MOUSE;CARM1_MOUSE;CARM1_MOUSE,";nucleus,nucleoplasm,cytoplasm,cytosol,protein complex,RNA polymerase II transcription factor complex;",";regulation of growth plate cartilage chondrocyte proliferation,transcription, DNA-templated,regulation of transcription, DNA-templated,protein methylation,aging,positive regulation of cell proliferation,histone methylation,peptidyl-arginine methylation, to asymmetrical-dimethyl arginine,intracellular steroid hormone receptor signaling pathway,intracellular estrogen receptor signaling pathway,negative regulation of protein binding,regulation of intracellular estrogen receptor signaling pathway,histone arginine methylation,histone H3-R2 methylation,histone H3-R17 methylation,positive regulation of fat cell differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of NF-kappaB transcription factor activity,response to cAMP,endochondral bone morphogenesis,protein localization to chromatin,regulation of mRNA binding,negative regulation of dendrite development;",";RNA polymerase II transcription coactivator activity,transcription coactivator activity,protein binding,protein methyltransferase activity,histone-arginine N-methyltransferase activity,protein-arginine N-methyltransferase activity,ligand-dependent nuclear receptor transcription coactivator activity,protein-arginine omega-N asymmetric methyltransferase activity,histone methyltransferase activity (H3-R17 specific),histone methyltransferase activity,protein homodimerization activity,transcription regulatory region DNA binding,lysine-acetylated histone binding;",0.000321276,Filtered,2,Filtered,2,Filtered,2,Filtered,Filtered,Filtered,2,Filtered,2,Filtered,2,Filtered,Filtered,Filtered,15.01094341,Filtered,5.144848347,Filtered,9.346195221,Filtered,Filtered
Exoc3l2,Protein Exoc3l2,D3YUP5,D3YUP5_MOUSE,"exocyst,cellular_component","exocytosis,biological_process",molecular_function,0.000658625,2,1,1,Filtered,2,3,2,Filtered,2,1,1,Filtered,2,3,2,Filtered,6.027585506,9.261851311,5.241621971,Filtered,3.582125664,4.286538601,3.998835564,Filtered
Cgn,Cingulin;Cingulin;Cingulin;Isoform 2 of Cingulin,D3YUW7;E9QMC1;P59242;P59242-2,D3YUW7_MOUSE;E9QMC1_MOUSE;CING_MOUSE;CING_MOUSE,";;plasma membrane,brush border,bicellular tight junction,myosin complex,cell junction,apical junction complex;",";;microtubule cytoskeleton organization,epithelial cell morphogenesis,biological_process,bicellular tight junction assembly;",";;motor activity,actin binding,protein binding,microtubule binding,cadherin binding;",6.71E-07,3,6,4,2,4,3,4,Filtered,3,6,4,2,4,3,4,Filtered,6.930817127,7.467665195,4.828649044,1.274327636,5.585097313,6.342346191,1.772029161,Filtered
Ncald,Neurocalcin-delta (Fragment);Neurocalcin-delta,D3YVA2;Q91X97,D3YVA2_MOUSE;NCALD_MOUSE,";intracellular,cytosol,extracellular exosome",";regulation of systemic arterial blood pressure,calcium-mediated signaling",";actin binding,calcium ion binding,tubulin binding,clathrin binding,alpha-tubulin binding",0.002559666,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,9.385201454,Filtered,Filtered,2.967612982,8.789179802,Filtered,Filtered
Slc25a16,Graves disease carrier protein homolog (Fragment);Graves disease carrier protein homolog,D3YVC9;Q8C0K5,D3YVC9_MOUSE;GDC_MOUSE,";mitochondrion,mitochondrial inner membrane,integral component of membrane",";mitochondrial transport,transmembrane transport",;transmembrane transporter activity,1.58E-10,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,9.135300636,2.739406586,8.761158943,2.977694035,8.23438549,5.521595955,7.824534893,Filtered
Mov10,Putative helicase MOV-10,D3YVL0;D3Z3E8;E9PW39;P23249,D3YVL0_MOUSE;D3Z3E8_MOUSE;E9PW39_MOUSE;MOV10_MOUSE,";;;cytoplasmic mRNA processing body,extracellular space,cytosol",";;;gene silencing by miRNA,mRNA cleavage involved in gene silencing by miRNA",";;;RNA binding,helicase activity,protein binding,ATP binding",0.003732846,1,Filtered,1,1,1,1,1,Filtered,1,Filtered,1,1,1,0,1,Filtered,3.824370146,Filtered,5.147027493,7.49165535,3.049448252,NaN,2.226516485,Filtered
Bloc1s1,Biogenesis of lysosome-related organelles complex 1 subunit 1,D3YVM8;O55102,D3YVM8_MOUSE;BL1S1_MOUSE,";extracellular space,mitochondrion,mitochondrial intermembrane space,mitochondrial matrix,lysosomal membrane,early endosome,cytosol,BLOC-1 complex,extracellular exosome,BORC complex,axon cytoplasm",";anterograde axonal transport,aerobic respiration,endosomal transport,peptidyl-lysine acetylation,neuron projection development,lysosome localization,anterograde synaptic vesicle transport",;protein binding,6.21E-05,Filtered,2,3,2,1,3,1,Filtered,Filtered,2,3,2,0,3,1,Filtered,Filtered,5.504919529,5.192847252,3.076693058,NaN,3.088237762,3.910842657,Filtered
Sf3a2,Splicing factor 3A subunit 2,D3YW09;G3UVU2,D3YW09_MOUSE;G3UVU2_MOUSE,;,;,;,0.000524762,1,2,3,3,1,Filtered,2,Filtered,1,2,3,3,0,Filtered,2,Filtered,4.730115891,1.545183778,4.199964523,4.562369347,NaN,Filtered,7.930456161,Filtered
