PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
1.82E-05,Dpm1,Dolichol-phosphate mannosyltransferase subunit 1,A2BDX2;O70152,A2BDX2_MOUSE;DPM1_MOUSE,";nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,dolichol-phosphate-mannose synthase complex",";GPI anchor biosynthetic process,dolichol metabolic process,protein mannosylation,protein O-linked mannosylation",";dolichyl-phosphate-mannose-protein mannosyltransferase activity,dolichyl-phosphate beta-D-mannosyltransferase activity",2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5.027965546,13.02306652,10.21819019,11.67519093,10.61582279,10.0519352,17.80774689,18.24360657
1.71E-41,Set,Protein SET (Fragment);Protein SET,A2BE93;Q9EQU5,A2BE93_MOUSE;SET_MOUSE,";nucleus,nucleoplasm,cytoplasm,endoplasmic reticulum,lipid particle,cytosol,protein complex,perinuclear region of cytoplasm",";nucleosome assembly,negative regulation of neuron apoptotic process,negative regulation of transcription, DNA-templated",;DNA binding,6,9,8,10,6,6,10,8,10,10,10,10,10,10,10,10,124.0407715,347.333252,110.6911469,441.3004456,104.5510178,133.4503021,456.8720093,397.5445251
7.37E-24,Dync1i2,Cytoplasmic dynein 1 intermediate chain 2,A2BFF9;O88487;Q3TPJ8,A2BFF9_MOUSE;DC1I2_MOUSE;Q3TPJ8_MOUSE,";cytoplasm,cytoplasmic dynein complex,microtubule,vesicle;",";transport along microtubule,positive regulation of ATP-dependent microtubule motor activity, plus-end-directed;",";protein binding,dynein light chain binding,dynein heavy chain binding,ATP-dependent microtubule motor activity, plus-end-directed;",8,9,9,5,7,9,10,10,10,10,10,10,10,10,10,10,62.00179291,89.19412231,58.44055557,67.74269867,53.34109497,51.93048859,99.34474182,88.12171173
8.34E-39,Pabpc4;Pabpc4;Gm10110;Pabpc4;Pabpc4,Polyadenylate-binding protein,A3KFU5;A3KFU8;D3Z5M2;Q6PHQ9;Q91YZ8,A3KFU5_MOUSE;A3KFU8_MOUSE;D3Z5M2_MOUSE;Q6PHQ9_MOUSE;Q91YZ8_MOUSE,";;cellular_component,cytoplasm;nucleus,cytoplasm,cytosol,cytoplasmic stress granule,intracellular ribonucleoprotein complex;",";;biological_process;regulation of mRNA stability,myeloid cell development;",";;molecular_function,RNA binding;RNA binding,mRNA binding,poly(A) binding,poly(U) RNA binding,poly(C) RNA binding;",4,7,7,8,7,5,8,7,9,9,9,9,9,9,9,9,32.52003479,93.02072906,39.95295334,59.42421341,50.06026459,47.3910141,96.61600494,72.69258881
7.90E-12,Ttc38,Tetratricopeptide repeat protein 38,A3KMP2,TTC38_MOUSE,extracellular exosome,biological_process,molecular_function,10,9,7,3,8,8,8,8,10,10,10,10,10,10,10,10,63.6015625,41.98000336,59.75696945,18.09480667,61.41382599,63.60588455,49.0200882,55.18397903
2.63E-30,Hbbt1,Beta-globin,A8DUK4,A8DUK4_MOUSE,"extracellular space,hemoglobin complex,haptoglobin-hemoglobin complex,extracellular exosome,blood microparticle","oxygen transport,cellular oxidant detoxification","oxygen transporter activity,iron ion binding,oxygen binding,heme binding,hemoglobin binding,peroxidase activity,haptoglobin binding",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,21599.15039,4678.823242,15356.51758,33565.75781,21946.32227,22164.18945,6946.986328,5678.782715
2.90E-05,Mgl2,MCG21506;Protein Mgl2 (Fragment);Macrophage galactose N-acetyl-galactosamine specific lectin 2,A9XX86;F6QSC4;Q8JZN1,A9XX86_MOUSE;F6QSC4_MOUSE;Q8JZN1_MOUSE,integral component of membrane;;,;;,carbohydrate binding;;,0,2,1,1,0,0,3,2,4,4,4,4,4,4,4,4,4.50633812,5.876321793,4.719956875,3.655413389,4.087965488,3.692001581,6.729296207,4.83647871
4.45E-05,Chp1,Calcineurin B homologous protein 1,B0R091;P61022,B0R091_MOUSE;CHP1_MOUSE,";Golgi membrane,nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,cytosol,plasma membrane,focal adhesion,microtubule cytoskeleton,transport vesicle,extracellular exosome",";microtubule bundle formation,negative regulation of protein phosphorylation,negative regulation of protein kinase activity,protein export from nucleus,negative regulation of phosphatase activity,calcium ion regulated exocytosis,membrane docking,cytoplasmic microtubule organization,negative regulation of protein ubiquitination,negative regulation of protein autophosphorylation,negative regulation of NF-kappaB transcription factor activity,positive regulation of sodium:proton antiporter activity,negative regulation of protein import into nucleus,protein stabilization,positive regulation of protein transport,protein oligomerization,regulation of intracellular pH,positive regulation of protein glycosylation,membrane organization,membrane fusion,negative regulation of calcineurin-NFAT signaling cascade,cellular response to acidic pH,positive regulation of protein targeting to membrane,regulation of neuron death",";protein kinase inhibitor activity,transporter activity,calcium ion binding,microtubule binding,kinase binding,calcium-dependent protein binding",4,2,4,3,3,4,3,3,5,5,5,5,5,5,5,5,42.3991127,22.77241135,48.31961823,31.81306648,31.21216583,39.13510895,28.91610146,28.35252762
1.47E-15,Dusp3,Dual-specificity protein phosphatase 3;Dual specificity protein phosphatase 3,B1AQF4;Q9D7X3,B1AQF4_MOUSE;DUS3_MOUSE,";immunological synapse,nucleus,nucleoplasm,cytosol,extracellular exosome",";inactivation of MAPK activity,in utero embryonic development,protein dephosphorylation,dephosphorylation,peptidyl-tyrosine dephosphorylation,negative regulation of MAPK cascade,positive regulation of mitotic cell cycle,negative regulation of JNK cascade,negative regulation of T cell receptor signaling pathway,negative regulation of T cell activation,negative regulation of ERK1 and ERK2 cascade",";phosphoprotein phosphatase activity,protein tyrosine phosphatase activity,protein tyrosine/serine/threonine phosphatase activity,phosphatase activity,protein kinase binding,MAP kinase phosphatase activity",5,5,4,5,6,4,6,6,6,6,6,6,6,6,6,6,26.43029594,58.8462677,30.58901405,39.15736771,23.15019417,25.72190285,81.38939667,64.65190125
3.03E-08,Lgals9,Galectin;Galectin;Galectin-9;Isoform 2 of Galectin-9;Isoform 3 of Galectin-9,B1AQR8;G3X9T7;O08573;O08573-2;O08573-3,B1AQR8_MOUSE;G3X9T7_MOUSE;LEG9_MOUSE;LEG9_MOUSE;LEG9_MOUSE,";;extracellular region,intracellular,nucleus,cytoplasm,cytosol;;",";;positive regulation of cytokine production,immune system process,chemotaxis,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,female pregnancy,positive regulation of gene expression,negative regulation of gene expression,positive regulation of pathway-restricted SMAD protein phosphorylation,response to lipopolysaccharide,negative regulation of interferon-gamma production,positive regulation of chemokine production,positive regulation of interleukin-1 production,positive regulation of tumor necrosis factor production,negative regulation of natural killer cell activation,regulation of natural killer cell differentiation,positive regulation of macrophage activation,negative regulation of natural killer cell degranulation,positive regulation of innate immune response,maintenance of protein location,positive regulation of regulatory T cell differentiation,negative regulation of inflammatory response,positive regulation of oxidoreductase activity,positive regulation of protein serine/threonine kinase activity,cellular response to virus,positive regulation of defense response to bacterium,negative regulation of interferon-gamma secretion,positive regulation of T cell migration,negative regulation of CD4-positive, alpha-beta T cell proliferation,positive regulation of transcription regulatory region DNA binding,positive regulation of interleukin-6 secretion,positive regulation of interleukin-10 secretion,regulation of T cell chemotaxis,regulation of T cell differentiation in thymus,regulation of T-helper 17 type immune response;;",";;receptor binding,protein binding,galactoside binding,enzyme binding,carbohydrate binding,protein serine/threonine kinase activator activity;;",0,3,0,2,1,2,3,2,3,3,3,3,3,3,3,3,5.156733036,35.75744629,3.712934971,16.35058594,4.967717648,6.507517815,46.9735527,25.03504753
7.42E-06,8-Sep,Septin-8;Septin-8;Septin-8;Septin-8;Isoform 2 of Septin-8,B1AQY9;B1AQZ0;B7ZC46;Q8CHH9;Q8CHH9-2,B1AQY9_MOUSE;B1AQZ0_MOUSE;B7ZC46_MOUSE;SEPT8_MOUSE;SEPT8_MOUSE,";;;cytoplasm,cytoskeleton,myelin sheath;",;;;biological_process;,";;;molecular_function,GTP binding;",2,2,0,3,1,2,4,2,4,4,4,4,4,4,4,4,7.899353504,5.921145916,5.695649624,10.4837265,7.085622311,6.935144424,8.585425377,6.811203957
2.89E-05,Cisd3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial;CDGSH iron sulfur domain 3;CDGSH iron-sulfur domain-containing protein 3, mitochondrial",B1AR13;B2RWE3;Z4YKM2,CISD3_MOUSE;B2RWE3_MOUSE;Z4YKM2_MOUSE,mitochondrion;;,biological_process;;,"metal ion binding,2 iron, 2 sulfur cluster binding;;",3,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,34.26801682,22.23130989,37.74079514,8.768344879,25.75804329,27.26497841,7.318691254,17.65171051
1.53E-12,Rpl26,60S ribosomal protein L26 (Fragment);60S ribosomal protein L26,B1ARA3;P61255,B1ARA3_MOUSE;RL26_MOUSE,";nucleoplasm,nucleolus,cytoplasm,membrane,cytosolic large ribosomal subunit,cytosolic ribosome,extracellular exosome,ribonucleoprotein complex",";cytoplasmic translation,rRNA processing,DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,cellular response to UV,ribosomal large subunit biogenesis,positive regulation of translation,cellular response to ionizing radiation,cellular response to gamma radiation,positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of translation involved in cellular response to UV",";RNA binding,structural constituent of ribosome,protein binding,mRNA 5'-UTR binding",6,7,5,7,7,6,7,6,7,7,7,7,7,7,7,7,543.0394287,867.1583252,506.2393188,935.7710571,521.4181519,576.842041,1031.661987,715.6102295
0.001167498,Pecam1,Platelet endothelial cell adhesion molecule;Platelet endothelial cell adhesion molecule;Isoform 2 of Platelet endothelial cell adhesion molecule;Isoform 3 of Platelet endothelial cell adhesion molecule;Isoform 4 of Platelet endothelial cell adhesion molecule,B1ARB3;Q08481;Q08481-2;Q08481-3;Q08481-4,B1ARB3_MOUSE;PECA1_MOUSE;PECA1_MOUSE;PECA1_MOUSE;PECA1_MOUSE,";extracellular space,plasma membrane,external side of plasma membrane,membrane,integral component of membrane,cell junction,smooth muscle contractile fiber,membrane raft,extracellular exosome,cell periphery;;;",";angiogenesis,endothelial cell morphogenesis,phagocytosis,Rho protein signal transduction,regulation of cell migration,wound healing,positive regulation of tyrosine phosphorylation of STAT protein,endothelial cell migration,diapedesis,endothelial cell-matrix adhesion;;;",;protein binding;;;,2,1,0,0,0,1,2,2,3,3,3,3,3,3,3,3,3.954298973,3.749794722,3.097618341,3.874402285,3.917718172,4.378744602,4.024707317,3.569440365
4.69E-10,Macf1,Microtubule-actin cross-linking factor 1,B1ARU4;E9PVY8;E9QA63;Q9QXZ0,B1ARU4_MOUSE;E9PVY8_MOUSE;E9QA63_MOUSE;MACF1_MOUSE,";;;cytoplasm,Golgi apparatus,microtubule,cell cortex,postsynaptic density,actin cytoskeleton,microtubule cytoskeleton,membrane,ruffle membrane",";;;mesoderm formation,posttranslational protein targeting to membrane,establishment or maintenance of cell polarity,protein localization,regulation of epithelial cell migration,Wnt signaling pathway,positive regulation of Wnt signaling pathway,regulation of microtubule-based process,wound healing,Golgi to plasma membrane protein transport,regulation of focal adhesion assembly",";;;actin binding,calcium ion binding,protein binding,microtubule binding,ATPase activity",7,13,11,6,7,6,14,11,19,19,19,19,19,19,19,19,15.11135006,21.38242149,17.0680294,16.98241043,14.91461849,15.7247591,26.74127197,18.25650978
4.36E-40,Ndufs5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Fragment);NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,B1ARW4;Q99LY9,B1ARW4_MOUSE;NDUS5_MOUSE,";mitochondrion,mitochondrial respiratory chain complex I,mitochondrial intermembrane space",";mitochondrial respiratory chain complex I assembly,oxidation-reduction process",;molecular_function,9,9,11,8,11,10,7,9,11,11,11,11,11,11,11,11,465.2915344,203.9225311,471.3312683,181.0261993,422.8201294,388.4036255,148.3287048,172.6390076
4.02E-05,Prpsap1,"MCG6846, isoform CRA_c;Phosphoribosyl pyrophosphate synthase-associated protein 1",B1AT82;Q9D0M1,B1AT82_MOUSE;KPRA_MOUSE,;,";nucleoside metabolic process,nucleotide biosynthetic process",";magnesium ion binding,ribose phosphate diphosphokinase activity,identical protein binding",2,4,3,3,3,2,4,3,5,5,5,5,5,5,5,5,83.16863251,89.94376373,103.4653854,98.0738678,89.48854065,81.80408478,157.8880157,78.72923279
2.55E-05,Grb2,Growth factor receptor-bound protein 2,B1AT92;Q60631,B1AT92_MOUSE;GRB2_MOUSE,";nucleus,nucleoplasm,nucleolus,cytoplasm,endosome,Golgi apparatus,cytosol,plasma membrane,cell-cell junction,COP9 signalosome,vesicle membrane,membrane,extrinsic component of cytoplasmic side of plasma membrane,extracellular exosome,Grb2-EGFR complex",";Ras protein signal transduction,aging,insulin receptor signaling pathway,positive regulation of signal transduction,cell migration,cell differentiation,positive regulation of actin filament polymerization,receptor internalization,peptidyl-tyrosine autophosphorylation,Fc-epsilon receptor signaling pathway,regulation of cell proliferation,signal transduction in response to DNA damage,regulation of MAPK cascade,innate immune response,anatomical structure formation involved in morphogenesis,protein heterooligomerization,branching involved in labyrinthine layer morphogenesis,cellular response to ionizing radiation,positive regulation of reactive oxygen species metabolic process",";phosphotyrosine binding,RNA binding,non-membrane spanning protein tyrosine kinase activity,SH3/SH2 adaptor activity,epidermal growth factor receptor binding,neurotrophin TRKA receptor binding,protein binding,SH3 domain binding,protein kinase binding,protein phosphatase binding,protein domain specific binding,identical protein binding,insulin receptor substrate binding,ephrin receptor binding",6,7,5,7,5,6,6,7,8,8,8,8,8,8,8,8,25.49651909,48.55294037,21.3866787,67.7564621,19.7072525,29.31631851,59.5879631,52.45051575
3.70E-43,Aldh3a2,Aldehyde dehydrogenase;Aldehyde dehydrogenase;Fatty aldehyde dehydrogenase,B1ATI0;B1AV77;P47740,B1ATI0_MOUSE;B1AV77_MOUSE;AL3A2_MOUSE,";;mitochondrion,mitochondrial inner membrane,peroxisome,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,intracellular membrane-bounded organelle,extracellular exosome",";;cellular aldehyde metabolic process,sesquiterpenoid metabolic process,central nervous system development,peripheral nervous system development,epidermis development,phytol metabolic process,oxidation-reduction process",";;aldehyde dehydrogenase (NAD) activity,aldehyde dehydrogenase [NAD(P)+] activity,long-chain-alcohol oxidase activity,long-chain-aldehyde dehydrogenase activity,medium-chain-aldehyde dehydrogenase activity",21,20,22,19,22,21,22,22,23,23,23,23,23,23,23,23,382.602478,268.3348694,510.754364,184.8506317,478.3779297,424.5982971,207.6623535,287.5122986
2.66E-05,Hgs,Hepatocyte growth factor-regulated tyrosine kinase substrate,B1ATZ0;B1ATZ1;Q3UMA3;Q99LI8,B1ATZ0_MOUSE;B1ATZ1_MOUSE;Q3UMA3_MOUSE;HGS_MOUSE,";;;cytoplasm,lysosome,endosome,early endosome,cytosol,early endosome membrane,multivesicular body membrane,ESCRT-0 complex,intracellular membrane-bounded organelle,extracellular exosome",";;;protein targeting to lysosome,membrane invagination,positive regulation of gene expression,regulation of MAP kinase activity,negative regulation of JAK-STAT cascade,protein localization to membrane,positive regulation of exosomal secretion",";;;protein binding,protein domain specific binding,identical protein binding,ubiquitin-like protein ligase binding,metal ion binding,Requires Ontology",4,5,4,4,3,2,4,4,6,6,6,6,6,6,6,6,45.57849503,74.85863495,41.85187149,49.56412888,54.00211334,31.76692009,50.36304474,46.02419281
2.71E-40,Aifm1,"Apoptosis-inducing factor 1, mitochondrial;Apoptosis-inducing factor 1, mitochondrial",B1AU25;Q9Z0X1,B1AU25_MOUSE;AIFM1_MOUSE,";nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,perinuclear region of cytoplasm",";response to ischemia,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to oxidative stress,apoptotic mitochondrial changes,response to toxic substance,positive regulation of cell death,respiratory electron transport chain,neuron differentiation,mitochondrial respiratory chain complex I assembly,positive regulation of apoptotic process,positive regulation of neuron apoptotic process,neuron apoptotic process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to hydrogen peroxide,cellular response to estradiol stimulus,cellular response to nitric oxide,cellular response to oxygen-glucose deprivation,response to L-glutamate,regulation of apoptotic DNA fragmentation,cellular response to aldosterone",";DNA binding,electron-transferring-flavoprotein dehydrogenase activity,protein binding,NAD(P)H oxidase activity,oxidoreductase activity, acting on NAD(P)H,protein dimerization activity,FAD binding",34,29,30,25,33,29,26,28,34,34,34,34,34,34,34,34,778.3981323,382.7086487,843.1774902,464.7323914,798.2415161,773.8656006,286.5774231,409.8768311
7.74E-05,Nasp,Nuclear autoantigenic sperm protein,B1AU75;Q99MD9,B1AU75_MOUSE;NASP_MOUSE,";nuclear chromatin,nucleus,nucleoplasm,cytoplasm,protein complex",";blastocyst development,DNA replication,nucleosome assembly,DNA replication-dependent nucleosome assembly,DNA replication-independent nucleosome assembly,cell cycle,cell proliferation,protein transport,histone exchange",";protein binding,protein complex binding,histone binding,Hsp90 protein binding",2,5,1,3,3,1,5,3,5,5,5,5,5,5,5,5,28.48385048,70.11921692,30.30519485,54.24056244,23.32218933,25.17598343,85.09439087,32.80944061
0.000159529,Eif2b3,MCG14442,B1AUN2,B1AUN2_MOUSE,"cytoplasm,eukaryotic translation initiation factor 2B complex","translational initiation,response to heat,response to glucose,oligodendrocyte development,hippocampus development,response to peptide hormone,positive regulation of GTPase activity,cellular response to stimulus","nucleotidyltransferase activity,translation initiation factor activity,guanyl-nucleotide exchange factor activity,translation factor activity, RNA binding",2,3,2,3,1,1,5,4,5,5,5,5,5,5,5,5,10.84530926,14.44680214,8.90953064,12.57005596,10.1766634,8.141392708,26.77797318,18.63632393
0.000863876,Araf;Araf;Raf1;Raf1,Serine/threonine-protein kinase A-Raf (Fragment);Serine/threonine-protein kinase A-Raf;RAF proto-oncogene serine/threonine-protein kinase;Isoform 2 of RAF proto-oncogene serine/threonine-protein kinase,B1AUP0;P04627;Q99N57;Q99N57-2,B1AUP0_MOUSE;ARAF_MOUSE;RAF1_MOUSE;RAF1_MOUSE,";mitochondrion,cytosol;cytoplasm,mitochondrion,Golgi apparatus,cytosol,plasma membrane,nuclear speck,pseudopodium;",";MAPK cascade,activation of MAPKK activity,multicellular organism development,negative regulation of signal transduction,immortalization of host cell,cell differentiation,regulation of TOR signaling,regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of peptidyl-serine phosphorylation,negative regulation of apoptotic process,positive regulation of ERK1 and ERK2 cascade;MAPK cascade,activation of MAPKK activity,response to hypoxia,cellular glucose homeostasis,positive regulation of protein phosphorylation,heart development,negative regulation of cell proliferation,cell differentiation,thyroid gland development,negative regulation of protein complex assembly,positive regulation of peptidyl-serine phosphorylation,somatic stem cell population maintenance,intracellular signal transduction,insulin secretion involved in cellular response to glucose stimulus,response to muscle stretch,negative regulation of apoptotic process,intermediate filament cytoskeleton organization,positive regulation of transcription from RNA polymerase II promoter,neurotrophin TRK receptor signaling pathway,thymus development,face development,positive regulation of ERK1 and ERK2 cascade,death-inducing signaling complex assembly,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;",";protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,mitogen-activated protein kinase kinase binding,metal ion binding;protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein binding,ATP binding,Ras GTPase binding,enzyme binding,mitogen-activated protein kinase kinase binding,identical protein binding,metal ion binding,protein heterodimerization activity;",2,1,0,2,0,1,2,1,3,3,3,3,3,3,3,3,14.25021553,7.104123116,5.466854095,14.62872601,7.044204235,8.832654953,8.607007027,7.212388992
0.000145276,Hcfc1,Host cell factor 1,B1AUX2;Q61191,B1AUX2_MOUSE;HCFC1_MOUSE,";histone acetyltransferase complex,nucleus,cytoplasm,membrane,axon,dendrite,neuronal cell body,Set1C/COMPASS complex,MLL1 complex,Ada2/Gcn5/Ada3 transcription activator complex,SAGA-type complex",";negative regulation of transcription from RNA polymerase II promoter,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,cell cycle,positive regulation of gene expression,release from viral latency,regulation of protein complex assembly,histone H4-K5 acetylation,histone H4-K8 acetylation,histone H4-K16 acetylation,positive regulation of transcription from RNA polymerase II promoter,protein stabilization,cellular response to organic cyclic compound",";transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,chromatin binding,transcription coactivator activity,protein binding,activating transcription factor binding,identical protein binding,cadherin binding,histone acetyltransferase activity (H4-K5 specific),histone acetyltransferase activity (H4-K8 specific),histone acetyltransferase activity (H4-K16 specific)",0,4,2,3,1,1,7,4,7,7,7,7,7,7,7,7,5.994745255,8.506464958,7.599769115,5.750326633,5.875422955,6.259896755,16.88890266,7.813642025
8.78E-54,Clta,Clathrin light chain A,B1AWE0;Q6PFA2,B1AWE0_MOUSE;Q6PFA2_MOUSE,;,;,;,6,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,517.2974243,709.1567383,556.0385132,447.2044373,521.0799561,512.5533447,762.1138306,674.6535645
2.85E-05,Plxdc2,Plexin domain-containing protein 2,B1AY85;Q9DC11,B1AY85_MOUSE;PXDC2_MOUSE,";plasma membrane,integral component of membrane,extracellular exosome",;,;,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,18.06237602,14.05776787,13.26766205,20.81125259,10.19490814,12.51922131,13.3642292,8.87942028
1.24E-10,Cobll1,Cordon-bleu protein-like 1;Cordon-bleu protein-like 1;Cordon-bleu protein-like 1;Isoform 2 of Cordon-bleu protein-like 1;Isoform 3 of Cordon-bleu protein-like 1;Isoform 4 of Cordon-bleu protein-like 1,B1AZ14;B1AZ15;Q3UMF0;Q3UMF0-2;Q3UMF0-3;Q3UMF0-4,B1AZ14_MOUSE;B1AZ15_MOUSE;COBL1_MOUSE;COBL1_MOUSE;COBL1_MOUSE;COBL1_MOUSE,;;extracellular exosome;;;,";;actin filament polymerization,actin filament network formation;;;",";;actin monomer binding,cadherin binding;;;",20,17,18,5,21,18,19,19,24,24,24,24,24,24,24,24,54.71149445,47.69187927,59.55331802,34.2947197,52.19441986,48.5853157,41.64429474,42.78380585
1.89E-05,Baiap2,Brain-specific angiogenesis inhibitor 1-associated protein 2;Brain-specific angiogenesis inhibitor 1-associated protein 2;Isoform 2 of Brain-specific angiogenesis inhibitor 1-associated protein 2;Isoform 3 of Brain-specific angiogenesis inhibitor 1-associated protein 2;Isoform 4 of Brain-specific angiogenesis inhibitor 1-associated protein 2,B1AZ46;Q8BKX1;Q8BKX1-2;Q8BKX1-3;Q8BKX1-4,B1AZ46_MOUSE;BAIP2_MOUSE;BAIP2_MOUSE;BAIP2_MOUSE;BAIP2_MOUSE,";ruffle,rough endoplasmic reticulum,Golgi apparatus,cytosol,microtubule,plasma membrane,cell-cell adherens junction,postsynaptic density,actin cytoskeleton,secretory granule,filopodium,neuron projection,neuronal cell body,dendritic shaft,neuron projection terminus,excitatory synapse,Requires Ontology,extracellular exosome,synaptic membrane,presynapse;;;",";plasma membrane organization,Rho protein signal transduction,brain development,insulin receptor signaling pathway,regulation of cell shape,response to bacterium,dendrite development,positive regulation of actin filament polymerization,regulation of actin cytoskeleton organization,protein localization to synapse,regulation of synaptic plasticity,actin filament bundle assembly,actin crosslink formation,positive regulation of dendritic spine morphogenesis,cellular response to epidermal growth factor stimulus,cell-cell adhesion,cellular response to L-glutamate,positive regulation of actin cytoskeleton reorganization,positive regulation of excitatory postsynaptic potential;;;",";transcription cofactor binding,protein binding,cytoskeletal adaptor activity,PDZ domain binding,identical protein binding,proline-rich region binding,scaffold protein binding,cadherin binding involved in cell-cell adhesion;;;",2,3,4,1,2,4,3,4,4,4,4,4,4,4,4,4,10.98848343,14.04679871,24.97354126,9.071624756,9.281281471,10.01467514,15.00403118,10.88298893
0.000107807,Thoc2,THO complex subunit 2,B1AZI6,THOC2_MOUSE,"transcription export complex,THO complex,THO complex part of transcription export complex,nucleus,nuclear speck,nuclear chromosome, telomeric region","cell morphogenesis,blastocyst development,mRNA processing,mRNA export from nucleus,RNA splicing,regulation of gene expression,regulation of mRNA export from nucleus,negative regulation of neuron projection development,poly(A)+ mRNA export from nucleus,stem cell division,viral mRNA export from host cell nucleus,neuron development,generation of neurons","mRNA binding,protein binding",0,2,2,1,2,0,3,3,4,4,4,4,4,4,4,4,4.616277218,4.772333622,3.588086843,6.372419357,3.591204882,3.979636431,6.004244328,4.255930424
2.34E-16,Mylk,"Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle",B1B1A8;Q6PDN3,B1B1A8_MOUSE;MYLK_MOUSE,";stress fiber,cytoplasm,cell-cell junction,lamellipodium,cleavage furrow,extracellular exosome",";protein phosphorylation,smooth muscle contraction,tonic smooth muscle contraction,positive regulation of cell migration,bleb assembly,cellular response to drug,cellular response to potassium ion,positive regulation of calcium ion transport,aorta smooth muscle tissue morphogenesis,cellular response to calcium ion,cellular hypotonic response,positive regulation of wound healing",";actin binding,myosin light chain kinase activity,protein binding,calmodulin binding,ATP binding,enzyme binding,metal ion binding",16,32,13,18,17,20,29,32,35,35,35,35,35,35,35,35,160.7685242,384.1690369,156.6331329,219.9437408,151.6911163,180.07341,372.0080566,391.413208
