PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Vcp,Transitional endoplasmic reticulum ATPase,Q01853,TERA_MOUSE,"proteasome complex,nucleus,nucleoplasm,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,lipid particle,cytosol,VCP-NPL4-UFD1 AAA ATPase complex,site of double-strand break,Derlin-1 retrotranslocation complex,myelin sheath,protein complex,perinuclear region of cytoplasm,extracellular exosome,ATPase complex,VCP-NSFL1C complex","double-strand break repair,ubiquitin-dependent protein catabolic process,NADH metabolic process,ER to Golgi vesicle-mediated transport,autophagy,activation of cysteine-type endopeptidase activity involved in apoptotic process,cellular response to DNA damage stimulus,proteasomal protein catabolic process,positive regulation of mitochondrial membrane potential,macroautophagy,protein ubiquitination,protein N-linked glycosylation via asparagine,viral genome replication,translesion synthesis,ER-associated ubiquitin-dependent protein catabolic process,retrograde protein transport, ER to cytosol,positive regulation of protein complex assembly,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,endosome to lysosome transport via multivesicular body sorting pathway,protein hexamerization,ERAD pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,positive regulation of protein catabolic process,ATP metabolic process,protein homooligomerization,Requires Ontology,aggresome assembly,ER-associated misfolded protein catabolic process,flavin adenine dinucleotide catabolic process,autophagosome maturation,positive regulation of protein K63-linked deubiquitination,positive regulation of Lys63-specific deubiquitinase activity,regulation of aerobic respiration,positive regulation of oxidative phosphorylation,positive regulation of ubiquitin-specific protease activity,positive regulation of ATP biosynthetic process","RNA binding,protein binding,ATP binding,lipid binding,ATPase activity,protein phosphatase binding,protein domain specific binding,polyubiquitin binding,ubiquitin protein ligase binding,deubiquitinase activator activity,K48-linked polyubiquitin binding,MHC class I protein binding,identical protein binding,ADP binding,ubiquitin-like protein ligase binding,BAT3 complex binding,ubiquitin-specific protease binding",5.51E-61,51,51,51,51,51,51,50,50,51,51,51,51,51,51,50,50,514.7106323,731.7267456,526.4500122,703.8464355,540.520813,827.2839966,633.3430786,507.7633972
Uba1,Ubiquitin-like modifier-activating enzyme 1,Q02053,UBA1_MOUSE,"nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,extracellular exosome,heterochromatin,lysosomal membrane,endosome membrane,desmosome,rough endoplasmic reticulum membrane","ubiquitin-dependent protein catabolic process,cellular response to DNA damage stimulus,protein ubiquitination","RNA binding,ubiquitin activating enzyme activity,protein binding,ATP binding",4.87E-56,28,29,27,29,29,29,29,28,28,29,27,29,29,29,29,28,247.6070404,398.1936646,231.9212494,407.2280273,265.6933899,460.9725342,396.5007324,224.3064423
C1qc,Complement C1q subcomponent subunit C,Q02105,C1QC_MOUSE,"collagen trimer,extracellular space,extracellular exosome,blood microparticle","complement activation, classical pathway,negative regulation of granulocyte differentiation,innate immune response,negative regulation of macrophage differentiation",,5.05E-30,Filtered,2,Filtered,2,Filtered,2,2,Filtered,Filtered,2,Filtered,2,Filtered,2,2,Filtered,Filtered,3.201892376,Filtered,1.402568102,Filtered,4.287177086,27.19672966,Filtered
Ctnnb1,Catenin beta-1,Q02248,CTNB1_MOUSE,"spindle pole,intracellular,nucleus,transcription factor complex,nuclear euchromatin,cytoplasm,centrosome,cytosol,plasma membrane,cell-cell junction,adherens junction,cell-cell adherens junction,fascia adherens,bicellular tight junction,focal adhesion,cell cortex,intercalated disc,membrane,basolateral plasma membrane,lateral plasma membrane,catenin complex,flotillin complex,Z disc,lamellipodium,cell junction,beta-catenin destruction complex,cell projection membrane,microvillus membrane,protein-DNA complex,Scrib-APC-beta-catenin complex,protein complex,apical junction complex,nuclear transcription factor complex,apical part of cell,synapse,perinuclear region of cytoplasm,extracellular exosome,beta-catenin-TCF7L2 complex,catenin-TCF7L2 complex,cell periphery,beta-catenin-TCF complex,Wnt signalosome","negative regulation of transcription from RNA polymerase II promoter,embryonic axis specification,cell morphogenesis involved in differentiation,skeletal system development,patterning of blood vessels,vasculogenesis,branching involved in ureteric bud morphogenesis,in utero embryonic development,gastrulation with mouth forming second,endoderm formation,cell fate specification,cell fate determination,endodermal cell fate commitment,neuron migration,kidney development,neural plate development,vasculature development,positive regulation of neuroblast proliferation,positive regulation of mesenchymal cell proliferation,lens morphogenesis in camera-type eye,ventricular compact myocardium morphogenesis,regulation of secondary heart field cardioblast proliferation,metanephros morphogenesis,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,cell adhesion,cell-matrix adhesion,chemical synaptic transmission,ectoderm development,glial cell fate determination,heart development,cell proliferation,positive regulation of cell proliferation,negative regulation of cell proliferation,anterior/posterior axis specification,dorsal/ventral axis specification,dorsal/ventral pattern formation,proximal/distal pattern formation,cellular process,regulation of gene expression,positive regulation of gene expression,negative regulation of gene expression,positive regulation of epithelial to mesenchymal transition,positive regulation of heparan sulfate proteoglycan biosynthetic process,Wnt signaling pathway,morphogenesis of embryonic epithelium,negative regulation of angiogenesis,stem cell population maintenance,layer formation in cerebral cortex,central nervous system vasculogenesis,hair cycle process,hemopoiesis,cell differentiation,neuron differentiation,T cell differentiation,osteoclast differentiation,lung development,male genitalia development,regulation of epithelial cell differentiation,positive regulation of epithelial cell differentiation,forebrain development,midbrain development,hindbrain development,regulation of centriole-centriole cohesion,pancreas development,hair follicle morphogenesis,regulation of myelination,positive regulation of telomere maintenance via telomerase,negative regulation of chondrocyte differentiation,response to estradiol,T cell differentiation in thymus,negative regulation of protein sumoylation,adherens junction organization,adherens junction assembly,protein localization to cell surface,cellular protein localization,embryonic heart tube development,genitalia morphogenesis,embryonic forelimb morphogenesis,embryonic hindlimb morphogenesis,embryonic skeletal limb joint morphogenesis,regulation of cell proliferation,regulation of T cell proliferation,odontogenesis of dentin-containing tooth,response to drug,embryonic digit morphogenesis,regulation of apoptotic process,positive regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of MAPK cascade,positive regulation of neuron apoptotic process,skin development,canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,canonical Wnt signaling pathway involved in negative regulation of apoptotic process,bone resorption,regulation of cell differentiation,negative regulation of cell differentiation,positive regulation of endothelial cell differentiation,regulation of osteoblast differentiation,positive regulation of osteoblast differentiation,regulation of osteoclast differentiation,negative regulation of osteoclast differentiation,positive regulation of fibroblast growth factor receptor signaling pathway,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,negative regulation of mitotic cell cycle, embryonic,chromatin-mediated maintenance of transcription,cell maturation,synaptic vesicle transport,animal organ development,thymus development,oocyte development,embryonic foregut morphogenesis,positive regulation of skeletal muscle tissue development,regulation of smooth muscle cell proliferation,negative regulation of oligodendrocyte differentiation,synapse organization,positive regulation of sequence-specific DNA binding transcription factor activity,smooth muscle cell differentiation,regulation of histone H3-K4 methylation,regulation of anagen,positive regulation of telomerase activity,cardiac muscle cell proliferation,oviduct development,canonical Wnt signaling pathway,limb development,trachea morphogenesis,trachea formation,epithelial tube branching involved in lung morphogenesis,lung cell differentiation,lung-associated mesenchyme development,mesenchyme development,lung induction,epithelial cell differentiation involved in prostate gland development,positive regulation of epithelial cell proliferation involved in prostate gland development,hair follicle placode formation,mesenchymal cell proliferation involved in lung development,cardiac vascular smooth muscle cell differentiation,coronary artery morphogenesis,epicardium-derived cardiac vascular smooth muscle cell differentiation,positive regulation of branching involved in lung morphogenesis,endothelial tube morphogenesis,fungiform papilla formation,canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation,sympathetic ganglion development,cranial ganglion development,regulation of centromeric sister chromatid cohesion,cellular response to growth factor stimulus,cellular response to indole-3-methanol,renal system development,renal vesicle formation,renal inner medulla development,renal outer medulla development,nephron tubule formation,mesenchyme morphogenesis,regulation of nephron tubule epithelial cell differentiation,regulation of calcium ion import,cell-cell adhesion,negative regulation of neuron death,negative regulation of oxidative stress-induced neuron death,regulation of histone demethylase activity (H3-K4 specific),regulation of chromatin-mediated maintenance of transcription,positive regulation of chromatin-mediated maintenance of transcription,regulation of euchromatin binding,regulation of core promoter binding,positive regulation of core promoter binding,beta-catenin destruction complex disassembly,cranial skeletal system development,midbrain dopaminergic neuron differentiation,canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,neuron projection extension,embryonic brain development,dorsal root ganglion development,regulation of protein localization to cell surface,positive regulation of determination of dorsal identity,positive regulation of DNA-templated transcription, initiation,negative regulation of apoptotic signaling pathway","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II transcription factor binding,RNA polymerase II activating transcription factor binding,DNA binding,chromatin binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,transcription coactivator activity,signal transducer activity,protein binding,protein C-terminus binding,transcription factor binding,enzyme binding,kinase binding,protein kinase binding,protein phosphatase binding,estrogen receptor binding,nuclear hormone receptor binding,transcription regulatory region DNA binding,ion channel binding,alpha-catenin binding,cadherin binding,SMAD binding,protein heterodimerization activity,I-SMAD binding,repressing transcription factor binding,disordered domain specific binding,histone methyltransferase binding",5.41E-49,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,61.82319641,91.00592041,85.3510437,111.1409225,86.59511566,96.13317108,72.46063232,72.22305298
Jup,Junction plakoglobin,Q02257,PLAK_MOUSE,"nucleus,cytoplasm,cytosol,intermediate filament,plasma membrane,cell-cell junction,cell-cell adherens junction,fascia adherens,focal adhesion,cytoplasmic side of plasma membrane,intercalated disc,actin cytoskeleton,membrane,apicolateral plasma membrane,lateral plasma membrane,catenin complex,Z disc,desmosome,extracellular matrix,protein-DNA complex,extracellular exosome,gamma-catenin-TCF7L2 complex","desmosome assembly,cell adhesion,signal transduction,cell migration,adherens junction assembly,regulation of cell proliferation,positive regulation of protein import into nucleus,skin development,detection of mechanical stimulus,positive regulation of sequence-specific DNA binding transcription factor activity,protein heterooligomerization,cellular response to indole-3-methanol,protein localization to plasma membrane,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,regulation of heart rate by cardiac conduction,cell-cell adhesion,regulation of ventricular cardiac muscle cell action potential","transcription coactivator activity,signal transducer activity,structural molecule activity,protein binding,protein kinase binding,protein phosphatase binding,alpha-catenin binding,cadherin binding,cell adhesion molecule binding",1.07E-42,6,6,6,6,5,6,5,5,6,6,6,6,5,6,5,5,18.32214355,57.75170135,22.51781464,38.02553177,18.45411682,55.69644165,20.02179718,15.91159248
Col6a2,Collagen alpha-2(VI) chain,Q02788,CO6A2_MOUSE,"extracellular region,proteinaceous extracellular matrix,collagen trimer,extracellular space,extracellular matrix,sarcolemma,protein complex,extracellular exosome,extracellular vesicle","cell adhesion,response to glucose,protein heterotrimerization",,1.38E-33,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,63.34327698,109.3224106,57.84291077,76.91772461,60.23977661,94.28499603,290.9035339,21.80989265
Nucb1,Nucleobindin-1,Q02819,NUCB1_MOUSE,"extracellular space,nucleus,early endosome,rough endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,Golgi-associated vesicle,cis-Golgi network,trans-Golgi network,membrane,Golgi cisterna membrane,extracellular exosome,extrinsic component of Golgi membrane,lumenal side of Golgi membrane","response to cisplatin,regulation of protein targeting","G-protein alpha-subunit binding,DNA binding,calcium ion binding",5.42E-56,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,76.02536011,90.90437317,68.65039825,79.45317841,74.53096008,100.9018097,91.6750412,73.75431824
Atp5a1,"ATP synthase subunit alpha, mitochondrial",Q03265,ATPA_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex,plasma membrane,membrane,extracellular matrix,myelin sheath,proton-transporting ATP synthase complex,proton-transporting ATP synthase complex, catalytic core F(1),extracellular exosome,COP9 signalosome","negative regulation of endothelial cell proliferation,lipid metabolic process,ATP biosynthetic process,ATP synthesis coupled proton transport,positive regulation of blood vessel endothelial cell migration,Requires Ontology","RNA binding,protein binding,ATP binding,MHC class I protein binding,angiostatin binding,proton-transporting ATP synthase activity, rotational mechanism,ATPase activity",3.86E-63,59,56,57,59,59,58,55,57,59,56,57,59,59,58,55,57,11749.78223,6019.823242,11662.2041,6579.091309,11173.52148,4703.833496,9055.318359,11321.96191
Ckb,Creatine kinase B-type,Q04447,KCRB_MOUSE,"nucleus,mitochondrion,cytosol,dendrite,neuronal cell body,myelin sheath,extracellular exosome","phosphorylation,cerebellum development,substantia nigra development,cellular chloride ion homeostasis","creatine kinase activity,protein binding,ATP binding,ubiquitin protein ligase binding",4.37E-61,9,16,12,16,13,16,15,12,9,16,12,16,13,16,15,12,20.09073448,103.8307037,14.49010086,115.8474121,29.53095055,169.7880096,99.56439209,17.63139343
Fxyd2,Sodium/potassium-transporting ATPase subunit gamma,Q04646,ATNG_MOUSE,"integral component of plasma membrane,sodium:potassium-exchanging ATPase complex,membrane,basolateral plasma membrane,intracellular membrane-bounded organelle,extracellular exosome","regulation of cell growth,potassium ion transport,sodium ion transport,establishment or maintenance of transmembrane electrochemical gradient,regulation of cell proliferation,ATP hydrolysis coupled transmembrane transport,regulation of sodium ion transmembrane transporter activity","ion channel activity,sodium:potassium-exchanging ATPase activity,sodium channel regulator activity",3.03E-44,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,272.3283081,79.39923859,229.7775116,67.9699707,186.5110931,47.33911896,97.03044128,192.6381226
Col6a1,Collagen alpha-1(VI) chain,Q04857,CO6A1_MOUSE,"extracellular region,proteinaceous extracellular matrix,collagen trimer,extracellular space,lysosomal membrane,membrane,extracellular matrix,sarcolemma,protein complex,extracellular exosome","osteoblast differentiation,cell adhesion,endodermal cell differentiation,protein heterotrimerization,cellular response to amino acid stimulus",platelet-derived growth factor binding,5.19E-32,10,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,65.759758,79.85367584,54.27751541,74.31719971,46.28715515,90.19408417,258.9137573,25.20755005
Rac2,Ras-related C3 botulinum toxin substrate 2,Q05144,RAC2_MOUSE,"nuclear envelope,cytoplasm,cytosol,focal adhesion,membrane,lamellipodium,extracellular exosome,actin filament","chemotaxis,actin filament organization,G-protein coupled receptor signaling pathway,small GTPase mediated signal transduction,positive regulation of cell proliferation,positive regulation of lamellipodium assembly,regulation of cell-substrate adhesion,cell projection assembly,actin cytoskeleton organization,regulation of T cell proliferation,regulation of mast cell degranulation,bone resorption,regulation of protein kinase activity,regulation of respiratory burst,regulation of mast cell chemotaxis,lymphocyte aggregation,positive regulation of neutrophil chemotaxis,regulation of neutrophil migration,positive regulation of protein targeting to mitochondrion","GTPase activity,GTP binding,protein kinase regulator activity",1.32E-27,3,3,Filtered,3,3,3,3,1,3,3,Filtered,3,3,3,3,1,11.05289268,26.35987091,Filtered,30.33792686,20.11125183,62.35359192,221.7772675,2.474508286
Fabp5,"Fatty acid-binding protein, epidermal",Q05816,FABP5_MOUSE,"cytoplasm,extracellular exosome","glucose metabolic process,lipid metabolic process,phosphatidylcholine biosynthetic process,glucose transport","transporter activity,lipid binding",3.52E-42,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13.57690334,27.95407677,12.28249454,26.86759567,32.85906982,45.29161835,89.8585434,13.21819496
Atp5i,"ATP synthase subunit e, mitochondrial",Q06185,ATP5I_MOUSE,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial proton-transporting ATP synthase complex",ATP synthesis coupled proton transport,"hydrogen ion transmembrane transporter activity,ATPase activity",1.52E-48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1348.769165,617.767395,1324.286255,705.4449463,1087.49707,451.5650635,580.1691895,1037.687012
Scgb1a1,Uteroglobin,Q06318,UTER_MOUSE,"extracellular space,intracellular,nuclear envelope,cytoplasm,rough endoplasmic reticulum,secretory granule,extracellular exosome","negative regulation of transcription from RNA polymerase II promoter,signal transduction,response to xenobiotic stimulus,response to ozone,response to lipopolysaccharide,negative regulation of interferon-gamma production,negative regulation of interleukin-13 production,negative regulation of interleukin-4 production,negative regulation of interleukin-5 production,response to silicon dioxide,response to cytokine,negative regulation of T cell proliferation,response to drug,negative regulation of catalytic activity,regulation of mRNA stability,regulation of inflammatory response,response to glucocorticoid,response to fibroblast growth factor","phospholipase A2 inhibitor activity,polychlorinated biphenyl binding",5.47E-46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,250.4004822,942.8294678,189.2389374,526.4401855,259.3819885,362.8082581,81.12314606,115.852005
Clu,Clusterin,Q06890,CLUS_MOUSE,"extracellular space,nucleus,cytoplasm,mitochondrion,endoplasmic reticulum,cytosol,cell surface,extracellular matrix,mitochondrial membrane,spherical high-density lipoprotein particle,chromaffin granule,protein complex,perinuclear region of cytoplasm,extracellular exosome,blood microparticle,neurofibrillary tangle,apical dendrite,cell periphery","cell morphogenesis,microglial cell activation,response to virus,protein import,central nervous system myelin maintenance,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,negative regulation of protein homooligomerization,positive regulation of protein homooligomerization,positive regulation of tumor necrosis factor production,positive regulation of apoptotic process,positive regulation of nitric oxide biosynthetic process,positive regulation of receptor-mediated endocytosis,protein stabilization,positive regulation of NF-kappaB transcription factor activity,chaperone-mediated protein complex assembly,response to misfolded protein,negative regulation of cell death,chaperone-mediated protein folding,microglial cell proliferation,intrinsic apoptotic signaling pathway,regulation of beta-amyloid clearance,regulation of neuron death,positive regulation of neuron death,positive regulation of beta-amyloid formation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,negative regulation of beta-amyloid formation,regulation of neuronal signal transduction,positive regulation of tau-protein kinase activity,positive regulation of neurofibrillary tangle assembly,negative regulation of response to endoplasmic reticulum stress,Requires Ontology,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,positive regulation of intrinsic apoptotic signaling pathway","beta-amyloid binding,protein binding,ubiquitin protein ligase binding,protein complex binding,low-density lipoprotein particle receptor binding,misfolded protein binding,ATPase activity",7.34E-49,10,17,13,15,13,17,17,14,10,17,13,15,13,17,17,14,35.1060524,133.0332336,28.38912582,94.39333344,38.10619354,151.5971985,1220.333496,29.0097599
Anxa7,Annexin A7,Q07076,ANXA7_MOUSE,"nucleus,nuclear envelope,endoplasmic reticulum membrane,cytosol,plasma membrane,membrane,vesicle,extracellular exosome,chromaffin granule membrane","cellular calcium ion homeostasis,autophagy,hemostasis,cell proliferation,regulation of cell shape,response to salt stress,cellular water homeostasis,negative regulation of gene expression,response to organic cyclic compound,epithelial cell differentiation,social behavior,response to calcium ion,membrane fusion","RNA binding,integrin binding,calcium ion binding,protein binding,calcium-dependent phospholipid binding,calcium-dependent protein binding",7.11E-54,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,175.6054688,276.8657227,157.8247375,309.8858337,175.8000793,324.0465088,265.2188721,152.6563721
Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Q07417,ACADS_MOUSE,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix",fatty acid beta-oxidation using acyl-CoA dehydrogenase,"acyl-CoA dehydrogenase activity,butyryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",3.60E-60,24,23,24,24,24,23,23,24,24,23,24,24,24,23,23,24,631.2452393,324.0929565,712.8950195,315.8221741,541.1272583,242.510376,218.0102997,664.3808594
Ambp,Protein AMBP,Q07456,AMBP_MOUSE,"extracellular space,plasma membrane,cell surface,extracellular matrix,intracellular membrane-bounded organelle,extracellular exosome,blood microparticle","negative regulation of endopeptidase activity,protein-chromophore linkage,protein catabolic process,protein maturation","serine-type endopeptidase inhibitor activity,IgA binding,heme binding,small molecule binding,protein homodimerization activity",1.98E-49,10,11,9,11,11,11,10,8,10,11,9,11,11,11,10,8,218.830658,923.4136963,115.1438446,483.7433472,229.4811401,571.6947632,522.1131592,65.30575562
Lgals3bp,Galectin-3-binding protein,Q07797,LG3BP_MOUSE,"proteinaceous extracellular matrix,extracellular space,membrane,extracellular matrix,extracellular exosome,blood microparticle","receptor-mediated endocytosis,cell adhesion","scavenger receptor activity,protein binding",4.54E-27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3.846275568,22.48369789,3.339057446,27.31510544,8.612776756,32.65535736,17.60760117,2.670134306
Cnn2,Calponin-2,Q08093,CNN2_MOUSE,"stress fiber,focal adhesion,membrane,extracellular exosome","positive regulation of gene expression,hemopoiesis,negative regulation of cell migration,actomyosin structure organization,regulation of actin filament-based process,wound healing,regulation of cell proliferation,negative regulation of phagocytosis,cellular response to mechanical stimulus","actin binding,calmodulin binding,cadherin binding",1.93E-54,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,12.45141983,46.76730728,7.71364069,39.46731186,12.12194443,56.68460083,44.01547623,13.58546734
Cd36,Platelet glycoprotein 4,Q08857,CD36_MOUSE,"extracellular space,intracellular,Golgi apparatus,plasma membrane,external side of plasma membrane,cell surface,membrane,integral component of membrane,apical plasma membrane,brush border membrane,receptor complex,membrane raft,apical part of cell","negative regulation of transcription from RNA polymerase II promoter,positive regulation of cell-matrix adhesion,pattern recognition receptor signaling pathway,receptor-mediated endocytosis,phagocytosis, recognition,immune response,cell adhesion,cell surface receptor signaling pathway,positive regulation of cytosolic calcium ion concentration,nitric oxide mediated signal transduction,positive regulation of gene expression,negative regulation of gene expression,positive regulation of macrophage derived foam cell differentiation,positive regulation of cholesterol storage,positive regulation of cell death,lipid storage,cGMP-mediated signaling,positive regulation of blood coagulation,intestinal cholesterol absorption,cholesterol transport,receptor internalization,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,response to lipid,regulation of toll-like receptor signaling pathway,triglyceride transport,plasma lipoprotein particle clearance,low-density lipoprotein particle clearance,response to stilbenoid,lipoprotein transport,negative regulation of transcription factor import into nucleus,positive regulation of I-kappaB kinase/NF-kappaB signaling,apoptotic cell clearance,positive regulation of MAPK cascade,regulation of protein heterodimerization activity,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,negative regulation of growth of symbiont in host,long-chain fatty acid import,positive regulation of nitric oxide biosynthetic process,interleukin-1 beta secretion,positive regulation of peptidyl-tyrosine phosphorylation,defense response to Gram-positive bacterium,intestinal absorption,sensory perception of taste,positive regulation of NF-kappaB transcription factor activity,low-density lipoprotein particle mediated signaling,positive regulation of phagocytosis, engulfment,positive regulation of macrophage cytokine production,positive regulation of ERK1 and ERK2 cascade,cholesterol import,response to fatty acid,response to linoleic acid,cellular response to bacterial lipopeptide,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,cellular response to low-density lipoprotein particle stimulus,cellular response to hydroperoxide,cellular response to diacyl bacterial lipopeptide,Requires Ontology,positive regulation of NLRP3 inflammasome complex assembly,positive regulation of reactive oxygen species biosynthetic process,cellular response to beta-amyloid,amyloid fibril formation,regulation of removal of superoxide radicals,positive regulation of blood microparticle formation,positive regulation of reactive oxygen species metabolic process,regulation of energy homeostasis","low-density lipoprotein receptor activity,protein binding,high-density lipoprotein particle binding,lipid binding,low-density lipoprotein particle binding,Toll-like receptor binding,lipoteichoic acid receptor activity,lipoprotein particle binding",3.38E-50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,135.910965,89.80982971,127.9347458,123.9640274,143.0060425,78.04141235,141.9048004,68.17407227
Fbln1,Fibulin-1,Q08879,FBLN1_MOUSE,"proteinaceous extracellular matrix,basement membrane,extracellular space,extracellular exosome,elastic fiber,fibrinogen complex,extracellular matrix","negative regulation of protein phosphorylation,negative regulation of cell adhesion,embryo implantation,positive regulation of gene expression,positive regulation of peptidase activity,extracellular matrix organization,positive regulation of fibroblast proliferation,negative regulation of ERK1 and ERK2 cascade,blood coagulation, fibrin clot formation,negative regulation of substrate adhesion-dependent cell spreading,negative regulation of transformation of host cell by virus,positive regulation of substrate-dependent cell migration, cell attachment to substrate,negative regulation of cell motility,negative regulation of stem cell proliferation,negative regulation of transforming growth factor-beta secretion","fibronectin binding,integrin binding,extracellular matrix structural constituent,calcium ion binding,protein binding,protein C-terminus binding,peptidase activator activity,protein complex binding,identical protein binding,fibrinogen binding",4.83E-44,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,7.456837177,21.92814827,4.314674854,20.2327404,4.796163082,38.27453613,99.50673676,5.282782555
Npepps,Puromycin-sensitive aminopeptidase,Q11011,PSA_MOUSE,"nucleus,cytoplasm,cytosol,extracellular exosome","proteolysis,peptide catabolic process,cellular response to hypoxia,positive regulation of protein targeting to mitochondrion","aminopeptidase activity,zinc ion binding,peptide binding,metalloaminopeptidase activity",3.96E-54,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,43.21879196,51.04390335,51.64927292,56.22451401,43.25577545,72.91636658,48.75543213,33.29138947
Pepd,Xaa-Pro dipeptidase,Q11136,PEPD_MOUSE,extracellular exosome,"proteolysis,collagen catabolic process","aminopeptidase activity,peptidase activity,metallopeptidase activity,manganese ion binding,proline dipeptidase activity",3.12E-39,8,7,8,8,8,8,8,8,8,7,8,8,8,8,8,8,74.9715271,71.93505859,73.8924408,82.19989777,63.59672928,72.81924438,38.35406876,48.15643311
