PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Pdia4,Protein disulfide-isomerase A4,A0A0R4J0Z1;P08003,A0A0R4J0Z1_MOUSE;PDIA4_MOUSE,";extracellular space,endoplasmic reticulum,endoplasmic reticulum lumen,cell surface,endoplasmic reticulum chaperone complex,melanosome",";protein folding,response to endoplasmic reticulum stress,cell redox homeostasis,oxidation-reduction process,chaperone-mediated protein folding",";RNA binding,protein disulfide isomerase activity,peptide disulfide oxidoreductase activity",2.71E-52,19,23,20,25,20,24,23,20,19,23,20,25,20,24,23,20,70.83255005,91.79238892,61.60453796,79.79007721,65.55500793,98.8057785,119.9055939,56.39439011
Ush1c,Harmonin;Isoform 1 of Harmonin,A0A0R4J0Z8;Q9ES64-3,A0A0R4J0Z8_MOUSE;USH1C_MOUSE,;,;,;,1.54E-30,8,10,8,9,7,10,3,11,8,10,8,9,7,10,3,11,40.91823196,34.63909149,43.71456528,33.34843826,38.48381424,24.92409897,5.851569653,26.24415398
Dab2,Disabled homolog 2;Disabled homolog 2;Disabled homolog 2;Disabled homolog 2;Isoform p93 of Disabled homolog 2;Isoform p67 of Disabled homolog 2;Disabled homolog 2,A0A0R4J104;E9PX84;E9QL31;P98078;P98078-2;P98078-3;Q3TRE6,A0A0R4J104_MOUSE;E9PX84_MOUSE;E9QL31_MOUSE;DAB2_MOUSE;DAB2_MOUSE;DAB2_MOUSE;Q3TRE6_MOUSE,";;;fibrillar center,nucleus,nucleolus,cytoplasm,plasma membrane,clathrin-coated pit,focal adhesion,apical plasma membrane,clathrin coat of coated pit,clathrin-coated vesicle,clathrin-coated vesicle membrane,intracellular membrane-bounded organelle,extracellular exosome,transforming growth factor beta receptor homodimeric complex;;;",";;;cell morphogenesis involved in differentiation,in utero embryonic development,positive regulation of receptor recycling,positive regulation of protein phosphorylation,positive regulation of receptor internalization,receptor-mediated endocytosis,pinocytosis,apoptotic process,activation of JUN kinase activity,endoderm development,excretion,positive regulation of epithelial to mesenchymal transition,positive regulation of pathway-restricted SMAD protein phosphorylation,protein transport,Wnt signaling pathway,myeloid cell differentiation,positive regulation of cell migration,positive regulation of transforming growth factor beta receptor signaling pathway,negative regulation of protein binding,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of transcription elongation from RNA polymerase II promoter,leading edge cell differentiation,negative regulation of apoptotic process,positive regulation of cell adhesion,positive regulation of endocytosis,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,clathrin coat assembly,positive regulation of SMAD protein import into nucleus,negative regulation of androgen receptor signaling pathway,cellular response to transforming growth factor beta stimulus,negative regulation of canonical Wnt signaling pathway,positive regulation of substrate adhesion-dependent cell spreading,negative regulation of protein localization to plasma membrane,positive regulation of Wnt signaling pathway, planar cell polarity pathway,positive regulation of clathrin-dependent endocytosis,positive regulation of early endosome to late endosome transport,positive regulation of integrin-mediated signaling pathway,negative regulation of extrinsic apoptotic signaling pathway;;;",";;;integrin binding,protein binding,phosphatidylinositol-4,5-bisphosphate binding,protein C-terminus binding,clathrin binding,phosphatidylinositol binding,AP-2 adaptor complex binding,clathrin adaptor activity,cargo receptor activity,SMAD binding;;;",3.03E-63,23,25,24,24,24,21,16,22,23,25,24,24,24,21,16,22,472.8161316,493.7069092,540.7787476,495.941925,465.2410889,369.2850952,142.6311493,515.69104
Apeh,Acylamino-acid-releasing enzyme (Fragment);Acylamino-acid-releasing enzyme;Isoform 2 of Acylamino-acid-releasing enzyme,A0A0R4J107;Q8R146;Q8R146-2,A0A0R4J107_MOUSE;APEH_MOUSE;APEH_MOUSE,";cytosol,nuclear membrane,extracellular exosome;",";proteolysis,beta-amyloid metabolic process;",";RNA binding,serine-type endopeptidase activity,omega peptidase activity,identical protein binding;",1.26E-75,25,27,23,22,27,23,10,24,25,27,23,22,27,23,10,24,313.809967,200.1970215,348.9718933,219.2617645,295.7371826,173.1308136,74.41740417,347.1291504
Btd,Biotinidase,A0A0R4J131;Q8CIF4,A0A0R4J131_MOUSE;BTD_MOUSE,";extracellular space,nucleolus,perikaryon,apical part of cell,extracellular exosome",";biotin metabolic process,central nervous system development",;biotinidase activity,9.55E-40,1,2,2,2,2,2,Filtered,2,1,2,2,2,2,2,Filtered,2,26.71658325,8.042855263,17.2803154,8.730918884,11.61637211,8.004302025,Filtered,9.161073685
Selenbp2,Selenium-binding protein 2,A0A0R4J135,A0A0R4J135_MOUSE,,,,0.001956865,1,2,2,1,2,2,Filtered,Filtered,1,2,2,1,2,2,Filtered,Filtered,20.94009399,7.203987122,15.80310249,4.350821018,20.95106888,7.814994812,Filtered,Filtered
Arsb,Arylsulfatase B,A0A0R4J138;P50429,A0A0R4J138_MOUSE;ARSB_MOUSE,";lysosome,cell surface,extracellular exosome",";metabolic process,regulation of epithelial cell migration,positive regulation of neuron projection development,colon epithelial cell migration",";N-acetylgalactosamine-4-sulfatase activity,arylsulfatase activity,metal ion binding",3.28E-35,4,3,5,3,3,3,3,4,4,3,5,3,3,3,3,4,49.47995758,38.75458145,43.97089005,46.94799805,46.88007736,28.54676628,18.98787689,41.90834808
Cluh,Clustered mitochondria protein homolog,A0A0R4J140,A0A0R4J140_MOUSE,,,,1.04E-50,19,18,18,22,20,20,10,20,19,18,18,22,20,20,10,20,50.60640717,45.84971237,52.3745842,36.16417313,45.29006195,31.07615852,23.73739624,45.14961624
Osbpl8,Oxysterol-binding protein;Oxysterol-binding protein-related protein 8,A0A0R4J150;B9EJ86,A0A0R4J150_MOUSE;OSBL8_MOUSE,";endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,nuclear membrane,cortical endoplasmic reticulum",";negative regulation of sequestering of triglyceride,phospholipid transport,negative regulation of cell migration,activation of protein kinase B activity,fat cell differentiation,positive regulation of insulin receptor signaling pathway,positive regulation of protein kinase B signaling,protein localization to nuclear pore,positive regulation of glucose import in response to insulin stimulus",";phosphatidylserine binding,protein binding,phospholipid transporter activity,cholesterol binding,phosphatidylinositol-4-phosphate binding",2.21E-23,10,8,8,5,7,6,2,9,10,8,8,5,7,6,2,9,57.60312653,36.52321625,52.17084503,33.50830078,49.21873856,29.982687,21.56015778,39.36061859
Nat8f3;Cml3,Protein Nat8f3;Probable N-acetyltransferase CML3,A0A0R4J157;Q9JIY8,A0A0R4J157_MOUSE;CMLO3_MOUSE,";nucleus,endoplasmic reticulum,Golgi apparatus,integral component of membrane,nuclear membrane,extracellular space",";gastrulation with mouth forming second,axis elongation,negative regulation of cell adhesion,histone acetylation,histone H4 acetylation",";N-acetyltransferase activity,H4 histone acetyltransferase activity",6.02E-50,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3,4,326.1538086,178.4997711,296.8573914,114.0490189,285.3764648,82.43099213,184.2542419,293.3171082
Smarca4,Transcription activator BRG1;Transcription activator BRG1;Isoform 2 of Transcription activator BRG1,A0A0R4J170;Q3TKT4;Q3TKT4-2,A0A0R4J170_MOUSE;SMCA4_MOUSE;SMCA4_MOUSE,";nuclear chromatin,heterochromatin,extracellular space,nucleus,nuclear euchromatin,perichromatin fibrils,membrane,SWI/SNF complex,protein complex,npBAF complex,nBAF complex,nucleolus;",";negative regulation of transcription from RNA polymerase II promoter,cell morphogenesis,blood vessel development,vasculogenesis,in utero embryonic development,blastocyst growth,blastocyst hatching,liver development,outflow tract morphogenesis,ventricular septum development,nucleosome assembly,nucleosome disassembly,chromatin remodeling,methylation-dependent chromatin silencing,transcription, DNA-templated,nervous system development,glial cell fate determination,heart development,positive regulation of cell proliferation,DNA methylation on cytosine within a CG sequence,stem cell population maintenance,neurogenesis,positive regulation of Wnt signaling pathway,extracellular matrix organization,keratinocyte differentiation,negative regulation of cell growth,regulation of cell migration,forebrain development,hindbrain development,embryonic hindlimb morphogenesis,aortic smooth muscle cell differentiation,aorta development,ATP-dependent chromatin remodeling,negative regulation of apoptotic process,positive regulation of DNA binding,positive regulation by host of viral transcription,histone H3 acetylation,positive regulation of cell differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,embryonic organ morphogenesis,epidermis morphogenesis,positive regulation of sequence-specific DNA binding transcription factor activity,definitive erythrocyte differentiation,heart trabecula formation,negative regulation of androgen receptor signaling pathway,coronary vasculature development,pharyngeal arch artery morphogenesis,lens fiber cell development,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,positive regulation of glucose mediated signaling pathway,positive regulation of pri-miRNA transcription from RNA polymerase II promoter;",";RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription coactivator activity,RNA polymerase I CORE element sequence-specific DNA binding,p53 binding,chromatin binding,transcription coactivator activity,transcription corepressor activity,helicase activity,protein binding,ATP binding,DNA-dependent ATPase activity,transcription factor binding,ATPase activity,Tat protein binding,protein N-terminus binding,androgen receptor binding,DNA polymerase binding,lysine-acetylated histone binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",0.000221261,1,2,Filtered,3,2,4,1,Filtered,1,2,Filtered,3,2,4,1,Filtered,3.511893988,11.81051064,Filtered,12.4190712,8.816882133,14.72548389,9.902776718,Filtered
Ecsit,"Evolutionarily conserved-signaling intermediate in Toll pathway, mitochondrial;Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",A0A0R4J174;Q9QZH6,A0A0R4J174_MOUSE;ECSIT_MOUSE,";nucleus,nucleoplasm,transcription factor complex,cytoplasm,mitochondrion,cytosol",";mesoderm formation,regulation of transcription from RNA polymerase II promoter,transmembrane receptor protein serine/threonine kinase signaling pathway,BMP signaling pathway,innate immune response,regulation of oxidoreductase activity,oxidation-reduction process",";transcription factor activity, sequence-specific DNA binding,signal transducer activity,protein binding,oxidoreductase activity, acting on NAD(P)H",6.37E-21,3,2,3,2,3,1,2,3,3,2,3,2,3,1,2,3,26.05918121,17.70997047,31.30069733,13.16277313,27.29904747,16.1656456,23.12330246,23.55941582
Bst1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,A0A0R4J190;Q64277,A0A0R4J190_MOUSE;BST1_MOUSE,";uropod,plasma membrane,extrinsic component of membrane,anchored component of membrane,extracellular exosome,integrin complex",";regulation of cell-matrix adhesion,positive regulation of cell proliferation,positive regulation of B cell proliferation,regulation of actin cytoskeleton organization,regulation of inflammatory response,regulation of peptidyl-tyrosine phosphorylation,regulation of calcium-mediated signaling,regulation of neutrophil chemotaxis",";NAD+ nucleosidase activity,transferase activity,phosphorus-oxygen lyase activity,NAD(P)+ nucleosidase activity,Requires Ontology",1.09E-08,1,3,Filtered,4,1,4,2,Filtered,1,3,Filtered,4,1,4,2,Filtered,7.930713654,13.092803,Filtered,16.19565964,6.630770683,19.36620712,22.03884315,Filtered
Rprd1b,Regulation of nuclear pre-mRNA domain-containing protein 1B;Regulation of nuclear pre-mRNA domain-containing protein 1B;Isoform 2 of Regulation of nuclear pre-mRNA domain-containing protein 1B;Isoform 3 of Regulation of nuclear pre-mRNA domain-containing protein 1B,A0A0R4J195;Q9CSU0;Q9CSU0-2;Q9CSU0-3,A0A0R4J195_MOUSE;RPR1B_MOUSE;RPR1B_MOUSE;RPR1B_MOUSE,";nucleus,nucleoplasm,centrosome,cytosol,DNA-directed RNA polymerase II, holoenzyme;;",";transcription, DNA-templated,positive regulation of cell proliferation,regulation of cell cycle process,positive regulation of transcription from RNA polymerase II promoter,dephosphorylation of RNA polymerase II C-terminal domain;;",";RNA polymerase II core binding,identical protein binding;;",6.77E-23,1,3,1,3,1,3,1,2,1,3,1,3,1,3,1,2,7.756341457,24.89032173,7.075421333,22.36766815,12.18927765,24.62378693,49.57480621,11.88827705
Dbn1,Drebrin;Drebrin;Isoform A2 of Drebrin;Isoform E2 of Drebrin,A0A0R4J1E3;Q9QXS6;Q9QXS6-2;Q9QXS6-3,A0A0R4J1E3_MOUSE;DREB_MOUSE;DREB_MOUSE;DREB_MOUSE,";plasma membrane,gap junction,cell cortex,actin cytoskeleton,membrane,growth cone,cell-cell junction;;",";actin filament organization,cell communication by chemical coupling,cell communication by electrical coupling,maintenance of protein location in cell,generation of neurons,neural precursor cell proliferation;;",";actin binding,protein binding,profilin binding,cadherin binding;;",1.21E-43,2,4,4,2,2,6,5,4,2,4,4,2,2,6,5,4,10.5581007,23.19647026,15.05753708,34.36406326,10.96809292,25.98218918,31.27886581,7.398633957
Steap3,Metalloreductase STEAP3;Metalloreductase STEAP3 (Fragment);Metalloreductase STEAP3;Metalloreductase STEAP3;Isoform 2 of Metalloreductase STEAP3,A0A0R4J1G9;D3YTP0;E9QN92;Q8CI59;Q8CI59-2,A0A0R4J1G9_MOUSE;D3YTP0_MOUSE;E9QN92_MOUSE;STEA3_MOUSE;STEA3_MOUSE,";;;cytoplasm,endosome,multivesicular body,plasma membrane,integral component of plasma membrane,endosome membrane;",";;;iron ion transport,apoptotic process,cell cycle,protein secretion,copper ion import,iron ion homeostasis,oxidation-reduction process,ferric iron import across plasma membrane,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,exosomal secretion;",";;;ferric-chelate reductase activity,protein binding,cupric reductase activity,metal ion binding,ferric-chelate reductase (NADPH) activity;",0.005252079,Filtered,1,Filtered,2,Filtered,2,2,1,Filtered,1,Filtered,2,Filtered,2,2,1,Filtered,1.75765872,Filtered,47.40618134,Filtered,16.44153786,101.7825775,9.549110413
Glyctk,Glycerate kinase,A0A0R4J1H2,A0A0R4J1H2_MOUSE,,,,5.66E-19,7,5,7,5,7,4,3,6,7,5,7,5,7,4,3,6,76.3454361,43.43006897,71.03149414,30.56833839,78.00214386,17.23188019,25.18272209,66.39575195
Slc22a12,"Solute carrier family 22 (Organic anion/cation transporter), member 12, isoform CRA_b;Solute carrier family 22 member 12",A0A0R4J1I9;Q8CFZ5,A0A0R4J1I9_MOUSE;S22AC_MOUSE,";plasma membrane,integral component of plasma membrane,integral component of membrane,apical plasma membrane,brush border membrane,extracellular exosome",";inorganic anion transport,urate transport,response to drug,sodium-independent organic anion transport,urate metabolic process,organic acid transmembrane transport",";inorganic anion exchanger activity,protein binding,urate transmembrane transporter activity,sodium-independent organic anion transmembrane transporter activity,PDZ domain binding",1.89E-46,11,10,11,6,9,7,4,9,11,10,11,6,9,7,4,9,72.6784668,35.72364044,100.6781158,21.91072845,55.91161728,16.70892334,28.71603775,76.4919281
Afap1l2,Actin filament-associated protein 1-like 2;Actin filament-associated protein 1-like 2;Isoform 2 of Actin filament-associated protein 1-like 2,A0A0R4J1L6;Q5DTU0;Q5DTU0-2,A0A0R4J1L6_MOUSE;AF1L2_MOUSE;AF1L2_MOUSE,";cytoplasm,cytosol,plasma membrane;",";inflammatory response,regulation of mitotic cell cycle,regulation of interleukin-6 production,positive regulation of interleukin-8 production,positive regulation of epidermal growth factor receptor signaling pathway,positive regulation of transcription, DNA-templated,positive regulation of protein tyrosine kinase activity;",";SH3 domain binding,protein tyrosine kinase activator activity,signaling adaptor activity,SH2 domain binding;",0.001282031,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,168.6063385,81.28757477,68.78903198,91.80978394,203.4501648,53.41225052,76.47866821,151.7934265
Apoc3,Apolipoprotein C-III,A0A0R4J1N3;E9QP56;P33622,A0A0R4J1N3_MOUSE;E9QP56_MOUSE;APOC3_MOUSE,";;extracellular region,cytosol,very-low-density lipoprotein particle,intermediate-density lipoprotein particle,spherical high-density lipoprotein particle,chylomicron",";;retinoid metabolic process,triglyceride metabolic process,triglyceride mobilization,lipid transport,cholesterol metabolic process,negative regulation of triglyceride catabolic process,negative regulation of very-low-density lipoprotein particle clearance,negative regulation of high-density lipoprotein particle clearance,negative regulation of low-density lipoprotein particle clearance,triglyceride catabolic process,very-low-density lipoprotein particle assembly,lipoprotein metabolic process,cholesterol homeostasis,negative regulation of lipoprotein lipase activity,triglyceride homeostasis",";;phospholipid binding,lipase inhibitor activity,high-density lipoprotein particle receptor binding",3.12E-38,2,Filtered,1,1,2,1,2,3,2,Filtered,1,1,2,1,2,3,26.83012199,Filtered,30.10571861,22.44605446,28.40765953,13.87393379,94.52097321,19.08262444
Ank1,"Ankyrin-1;Ank1 protein;Ankyrin-1;Ankyrin-1;Ankyrin-1;Ankyrin 1, erythroid;Ankyrin-1;Ankyrin-1;Isoform Br2 of Ankyrin-1;Isoform Er3 of Ankyrin-1;Isoform Br4 of Ankyrin-1;Isoform 5 of Ankyrin-1;Isoform 6 of Ankyrin-1;Ank1 protein",A0A0R4J1N7;B7ZW98;D3YTV8;D3Z5M4;E9QNT8;G5E8J2;G8JL84;Q02357;Q02357-2;Q02357-3;Q02357-4;Q02357-5;Q02357-6;Q0VGY9,A0A0R4J1N7_MOUSE;B7ZW98_MOUSE;D3YTV8_MOUSE;D3Z5M4_MOUSE;E9QNT8_MOUSE;G5E8J2_MOUSE;G8JL84_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;Q0VGY9_MOUSE,";;;;;;;plasma membrane,spectrin-associated cytoskeleton,membrane,sarcoplasmic reticulum,cortical cytoskeleton;;;;;;",";;;;;;;porphyrin-containing compound biosynthetic process,ER to Golgi vesicle-mediated transport,signal transduction,monovalent inorganic cation transport,erythrocyte development,iron ion homeostasis,protein localization to plasma membrane;;;;;;",";;;;;;;cytoskeletal adaptor activity,enzyme binding,spectrin binding,ATPase binding;;;;;;",1.18E-15,3,1,4,1,7,3,6,5,3,1,4,0,7,3,6,5,10.26630211,42.05002213,7.502281666,NaN,11.77717209,6.480098724,22.53824043,5.225167274
Rdh13,Retinol dehydrogenase 13,A0A0R4J1N8;Q8CEE7,A0A0R4J1N8_MOUSE;RDH13_MOUSE,;mitochondrion,";response to high light intensity,retina layer formation,eye photoreceptor cell development,oxidation-reduction process",;oxidoreductase activity,3.66E-10,3,2,4,3,4,1,2,2,3,2,4,3,4,1,2,2,38.68458176,16.46181679,32.55387497,29.51992416,28.5537796,9.931408882,12.09995556,19.08645821
Tfam,"Transcription factor A, mitochondrial;Transcription factor A, mitochondrial;Isoform Nuclear of Transcription factor A, mitochondrial",A0A0R4J1N9;P40630;P40630-2,A0A0R4J1N9_MOUSE;TFAM_MOUSE;TFAM_MOUSE,";nucleus,transcription factor complex,mitochondrion,mitochondrial nucleoid;",";transcription from mitochondrial promoter,transcription initiation from mitochondrial promoter,mitochondrial respiratory chain complex assembly,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcription coactivator binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,RNA binding,DNA binding, bending,heat shock protein binding,mitochondrial light strand promoter sense binding;",4.21E-28,6,7,4,6,4,6,5,6,6,7,4,6,4,6,5,6,33.83798218,20.14189339,34.92602158,23.32064819,30.29409599,16.53147316,21.05511475,42.38054657
Edc4,"Enhancer of mRNA-decapping protein 4;Enhancer of mRNA-decapping protein 4;Enhancer of mRNA decapping 4, isoform CRA_b;Enhancer of mRNA-decapping protein 4;Isoform 2 of Enhancer of mRNA-decapping protein 4",A0A0R4J1Q0;D6RE33;G5E896;Q3UJB9;Q3UJB9-2,A0A0R4J1Q0_MOUSE;D6RE33_MOUSE;G5E896_MOUSE;EDC4_MOUSE;EDC4_MOUSE,";;;cytoplasmic mRNA processing body,nucleus,nucleoplasm,membrane,cytoplasmic ribonucleoprotein granule;",;;;deadenylation-independent decapping of nuclear-transcribed mRNA;,;;;protein binding;,5.37E-07,1,3,2,7,1,8,Filtered,2,1,3,2,7,1,8,Filtered,2,21.06839371,21.07619667,51.97597885,29.99273491,24.18754768,84.37615204,Filtered,28.76163101
Enpp1,"Ectonucleotide pyrophosphatase/phosphodiesterase 1, isoform CRA_a;Ectonucleotide pyrophosphatase/phosphodiesterase 1, isoform CRA_d;Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Isoform 1 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 1",A0A0R4J1Q7;G3X9S2;P06802;P06802-2,A0A0R4J1Q7_MOUSE;G3X9S2_MOUSE;ENPP1_MOUSE;ENPP1_MOUSE,";;extracellular space,lysosomal membrane,plasma membrane,integral component of plasma membrane,cell surface,integral component of membrane,basolateral plasma membrane;",";;generation of precursor metabolites and energy,phosphate-containing compound metabolic process,receptor-mediated endocytosis,immune response,nucleoside triphosphate catabolic process,negative regulation of ossification,negative regulation of cell growth,inorganic diphosphate transport,cellular phosphate ion homeostasis,sequestering of triglyceride,biomineral tissue development,negative regulation of protein autophosphorylation,cellular response to insulin stimulus,negative regulation of fat cell differentiation,negative regulation of glycogen biosynthetic process,ATP metabolic process,negative regulation of glucose import,negative regulation of insulin receptor signaling pathway,bone remodeling,3'-phosphoadenosine 5'-phosphosulfate metabolic process,nucleic acid phosphodiester bond hydrolysis;",";;nucleic acid binding,exonuclease activity,phosphodiesterase I activity,nucleotide diphosphatase activity,scavenger receptor activity,insulin receptor binding,calcium ion binding,ATP binding,zinc ion binding,polysaccharide binding,NADH pyrophosphatase activity,identical protein binding,protein homodimerization activity,nucleoside-triphosphate diphosphatase activity;",0.008059524,Filtered,1,Filtered,1,Filtered,1,2,Filtered,Filtered,1,Filtered,1,Filtered,1,2,Filtered,Filtered,1.620302081,Filtered,13.47417164,Filtered,2.961305618,7.772172451,Filtered
Pcbd2,Pterin-4-alpha-carbinolamine dehydratase 2,A0A0R4J1R7,A0A0R4J1R7_MOUSE,,,,3.53E-06,5,3,4,2,4,4,1,5,5,3,4,2,4,4,1,5,27.97943497,13.62444496,38.15826035,21.88606071,22.50208664,10.36977196,15.03828716,23.55506325
Pdzk1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,A0A0R4J1V0,A0A0R4J1V0_MOUSE,,,,8.60E-15,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,143.7402649,101.7264709,129.6728058,64.14482117,91.79917145,45.64600372,12.35104656,155.9658356
Sorbs2,Sorbin and SH3 domain-containing protein 2;Sorbin and SH3 domain-containing protein 2;Sorbin and SH3 domain-containing protein 2;Isoform 4 of Sorbin and SH3 domain-containing protein 2,A0A0R4J1W0;B7ZWM6;Q3UTJ2;Q3UTJ2-4,A0A0R4J1W0_MOUSE;B7ZWM6_MOUSE;SRBS2_MOUSE;SRBS2_MOUSE,";;cytoskeleton,plasma membrane,focal adhesion,apical plasma membrane,Z disc,lamellipodium,perinuclear region of cytoplasm;",";;actin filament organization,Notch signaling pathway;",";;RNA binding,protein domain specific binding,protein dimerization activity;",1.42E-24,7,9,6,8,6,9,5,7,7,9,6,8,6,9,5,7,16.11495399,34.95804977,20.59427071,33.95901489,18.96205521,32.90561676,17.01473999,20.88023758
Cdc23,"CDC23 (Cell division cycle 23, yeast, homolog), isoform CRA_c;CDC23 (Cell division cycle 23, yeast, homolog), isoform CRA_a;Cell division cycle protein 23 homolog",A0A0R4J1W7;G3X8W7;Q8BGZ4,A0A0R4J1W7_MOUSE;G3X8W7_MOUSE;CDC23_MOUSE,";;intracellular,anaphase-promoting complex",";;mitotic cell cycle,mitotic metaphase plate congression,regulation of mitotic metaphase/anaphase transition,cell division,protein K11-linked ubiquitination",;;molecular_function,0.007726591,Filtered,1,Filtered,1,Filtered,2,Filtered,Filtered,Filtered,1,Filtered,1,Filtered,2,Filtered,Filtered,Filtered,2.376971006,Filtered,8.814056396,Filtered,5.195199013,Filtered,Filtered
Osgep,Probable tRNA N6-adenosine threonylcarbamoyltransferase,A0A0R4J1Y3;Q8BWU5,A0A0R4J1Y3_MOUSE;OSGEP_MOUSE,";EKC/KEOPS complex,nucleus,nucleoplasm,cytoplasm,plasma membrane,nuclear speck",;tRNA threonylcarbamoyladenosine modification,";metal ion binding,N(6)-L-threonylcarbamoyladenine synthase",0.000876713,1,2,Filtered,1,1,2,1,Filtered,1,2,Filtered,1,1,2,0,Filtered,11.8064146,7.429823399,Filtered,15.95470333,10.86160564,12.78821659,NaN,Filtered
Txndc5,Thioredoxin domain-containing protein 5,A0A0R4J1Y7;E9PXX7;Q91W90,A0A0R4J1Y7_MOUSE;E9PXX7_MOUSE;TXND5_MOUSE,";;endoplasmic reticulum lumen,extracellular exosome",";;protein folding,response to endoplasmic reticulum stress,apoptotic cell clearance,cell redox homeostasis",;;protein disulfide isomerase activity,8.17E-65,13,13,10,12,11,14,13,11,13,13,10,12,11,14,13,11,83.46617889,156.0513306,70.08372498,144.6630554,95.90635681,174.0574341,218.7192383,63.86991119
Tmem33,Transmembrane protein 33,A0A0R4J1Z3;Q9CR67,A0A0R4J1Z3_MOUSE;TMM33_MOUSE,";nuclear envelope,nuclear pore,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of endoplasmic reticulum membrane,melanosome,extracellular exosome",";cellular protein localization,response to endoplasmic reticulum stress,nuclear pore complex assembly,endoplasmic reticulum tubular network organization,regulation of endoplasmic reticulum tubular network organization,positive regulation of IRE1-mediated unfolded protein response,positive regulation of PERK-mediated unfolded protein response",";protein binding,structural constituent of nuclear pore",5.95E-37,4,5,4,5,3,6,3,5,4,5,4,5,3,6,3,5,43.34188843,49.71884537,68.82715607,41.70617676,45.17878342,36.61405563,74.13473511,48.94356918
