"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"199","hpd","4-hydroxyphenylpyruvate dioxygenase","P49429","HPPD_MOUSE","Golgi membrane,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,extracellular exosome","L-phenylalanine catabolic process,tyrosine catabolic process,oxidation-reduction process","4-hydroxyphenylpyruvate dioxygenase activity,metal ion binding",0.000131032101934028,"3","2","2","Filtered","3","2","Filtered","Filtered","3","2","2","Filtered","3","2","Filtered","Filtered","7.6215500831604","2.2998743057250977","1.2704370021820068","Filtered","6.712438106536865","3.213421583175659","Filtered","Filtered"
"200","hnf4a","Hepatocyte nuclear factor 4-alpha;Isoform Short of Hepatocyte nuclear factor 4-alpha;Hepatic nuclear factor 4, alpha, isoform CRA_b","P49698;P49698-2;Z4YKX0","HNF4A_MOUSE;HNF4A_MOUSE;Z4YKX0_MOUSE","nucleus,nucleoplasm,cytoplasm,cytosol;;","regulation of transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,ornithine metabolic process,lipid metabolic process,xenobiotic metabolic process,sex differentiation,blood coagulation,negative regulation of cell proliferation,response to glucose,regulation of gastrulation,regulation of lipid metabolic process,signal transduction involved in regulation of gene expression,negative regulation of cell growth,intracellular receptor signaling pathway,endocrine pancreas development,glucose homeostasis,steroid hormone mediated signaling pathway,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,regulation of insulin secretion,lipid homeostasis,phospholipid homeostasis,SMAD protein signal transduction,triglyceride homeostasis,positive regulation of cholesterol homeostasis;;","RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II activating transcription factor binding,transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,DNA binding,transcription factor activity, sequence-specific DNA binding,transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,steroid hormone receptor activity,RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding,receptor binding,fatty acid binding,protein binding,zinc ion binding,protein homodimerization activity,sequence-specific DNA binding,transcription regulatory region DNA binding;;",1.63260253001451e-05,"1","1","2","2","2","1","1","1","1","1","2","2","2","1","1","1","7.823838233947754","10.616537094116211","8.674899101257324","8.15719223022461","14.003416061401367","13.13675594329834","11.759503364562988","3.677962303161621"
"201","cdh11","Cadherin-11","P55288","CAD11_MOUSE","cytoplasm,plasma membrane,integral component of membrane,extracellular exosome","homophilic cell adhesion via plasma membrane adhesion molecules,corticospinal tract morphogenesis","calcium ion binding",1.01501561047998e-09,"Filtered","1","1","2","1","Filtered","2","2","Filtered","1","0","2","1","Filtered","2","2","Filtered","2.392578125","NaN","3.341351270675659","4.949563026428223","Filtered","3.8939430713653564","4.671924591064453"
"202","rrp1","Ribosomal RNA processing protein 1 homolog A;Isoform 2 of Ribosomal RNA processing protein 1 homolog A;Isoform 3 of Ribosomal RNA processing protein 1 homolog A","P56183;P56183-2;P56183-3","RRP1_MOUSE","nucleus,nucleolus,preribosome, large subunit precursor,preribosome, small subunit precursor;;","rRNA processing;;","RNA binding;;",5.53333281114194e-12,"1","2","1","1","2","1","2","2","1","2","1","1","2","1","2","2","5.8115620613098145","11.549123764038086","5.733270168304443","2.6081290245056152","4.118960380554199","7.150574684143066","4.328176498413086","6.089987277984619"
"203","dynlt3","Dynein light chain Tctex-type 3","P56387","DYLT3_MOUSE","condensed chromosome kinetochore,nucleus,cytoplasmic dynein complex,mitotic spindle astral microtubule,kinetochore","transport,cell cycle,regulation of mitotic cell cycle,positive regulation of mitotic cell cycle,cell division","motor activity,protein binding,identical protein binding",0.000123653337718083,"2","2","2","1","2","1","2","2","2","2","2","1","2","1","2","2","17.885021209716797","13.671232223510742","21.677932739257812","16.487445831298828","10.613741874694824","27.544410705566406","10.24239444732666","11.3182954788208"
"204","st14","Suppressor of tumorigenicity 14 protein homolog","P56677","ST14_MOUSE","extracellular region,plasma membrane,integral component of plasma membrane,basolateral plasma membrane,extrinsic component of plasma membrane,extracellular exosome","neural tube closure,proteolysis,cell migration,keratinocyte differentiation,epithelial cell morphogenesis involved in placental branching,cornification","serine-type endopeptidase activity,serine-type peptidase activity",0.000667962378574124,"2","2","1","1","2","Filtered","2","2","2","2","1","1","2","Filtered","2","2","13.40761947631836","11.115822792053223","1.7518413066864014","4.893518447875977","12.700119972229004","Filtered","26.45781898498535","6.281896114349365"
"205","pcbp3","Poly(rC)-binding protein 3;Isoform 2 of Poly(rC)-binding protein 3","P57722;P57722-2","PCBP3_MOUSE","nucleus,cytosol,intracellular ribonucleoprotein complex,extracellular exosome;","negative regulation of transcription from RNA polymerase II promoter;","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,double-stranded DNA binding,RNA binding,C-rich single-stranded DNA binding;",0.000844927186370779,"1","2","Filtered","Filtered","Filtered","2","2","1","0","2","Filtered","Filtered","Filtered","0","2","0","NaN","2.0229392051696777","Filtered","Filtered","Filtered","NaN","1","NaN"
"206","loxl2","Lysyl oxidase homolog 2;Isoform 2 of Lysyl oxidase homolog 2","P58022;P58022-2","LOXL2_MOUSE","basement membrane,extracellular space,nucleus,nucleoplasm,chromosome,membrane,extracellular matrix;","response to hypoxia,epithelial to mesenchymal transition,endothelial cell proliferation,sprouting angiogenesis,transcription, DNA-templated,cellular protein modification process,receptor-mediated endocytosis,histone modification,protein deamination,collagen fibril organization,positive regulation of chondrocyte differentiation,endothelial cell migration,negative regulation of transcription, DNA-templated,response to copper ion,oxidation-reduction process;","chromatin binding,transcription corepressor activity,protein-lysine 6-oxidase activity,scavenger receptor activity,copper ion binding,methylated histone binding,oligosaccharide binding;",7.06547101030154e-19,"Filtered","1","Filtered","1","Filtered","1","1","2","Filtered","0","Filtered","1","Filtered","0","1","2","Filtered","NaN","Filtered","2.0685782432556152","Filtered","NaN","1.2726799249649048","4.358704566955566"
"207","vps33b","Vacuolar protein sorting-associated protein 33B","P59016","VP33B_MOUSE","cytoplasm,lysosome,lysosomal membrane,late endosome,Golgi apparatus,clathrin-coated vesicle,HOPS complex,platelet alpha granule,early endosome membrane,late endosome membrane,perinuclear region of cytoplasm,recycling endosome,AP-3 adaptor complex,clathrin complex","intracellular protein transport,vesicle docking involved in exocytosis,endosome organization,protein transport,vesicle-mediated transport,peptidyl-lysine hydroxylation,collagen fibril organization,melanosome localization,lysosome localization,collagen metabolic process,megakaryocyte development,membrane fusion,platelet alpha granule organization,regulation of platelet aggregation","protein binding",1.9953013014909e-05,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3.60530424118042","7.932774066925049","4.94790506362915","18.14203453063965","4.891689300537109","5.256242275238037","15.844245910644531","5.133469104766846"
"208","nup43","Nucleoporin Nup43","P59235","NUP43_MOUSE","condensed chromosome kinetochore,nuclear pore outer ring,kinetochore","cell cycle,chromosome segregation,protein transport,mRNA transport,cell division","molecular_function",6.60157100136262e-15,"1","1","1","2","1","1","1","1","0","1","1","2","1","0","1","1","NaN","7.617794513702393","2.8312840461730957","2.9363386631011963","1.2110135555267334","NaN","7.868946075439453","5.925863265991211"
"209","romo1","Reactive oxygen species modulator 1","P60603","ROMO1_MOUSE","mitochondrion,mitochondrial inner membrane,integral component of membrane","replicative cell aging,positive regulation of cell proliferation,killing of cells of other organism,cellular response to reactive oxygen species,defense response to bacterium,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,cytolysis in other organism,Requires Ontology,positive regulation of reactive oxygen species metabolic process","molecular_function",3.91113913250267e-15,"2","3","2","2","2","2","1","2","2","3","2","2","2","2","1","2","52.9548225402832","21.887361526489258","54.66988754272461","9.437742233276367","46.946929931640625","17.270219802856445","7.654070854187012","4.16789436340332"
"210","wdr5","WD repeat-containing protein 5","P61965","WDR5_MOUSE","histone acetyltransferase complex,intracellular,nucleus,nucleoplasm,Ada2/Gcn5/Ada3 transcription activator complex,histone methyltransferase complex,ciliary basal body,MLL3/4 complex,Set1C/COMPASS complex,MLL1 complex","skeletal system development,transcription, DNA-templated,neuron projection development,positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter,histone H3 acetylation,histone H4-K5 acetylation,histone H4-K8 acetylation,histone H4-K16 acetylation,histone H3-K4 methylation,cilium morphogenesis","protein binding,methylated histone binding,histone methyltransferase activity (H3-K4 specific),histone acetyltransferase activity (H4-K5 specific),histone acetyltransferase activity (H4-K8 specific),histone acetyltransferase activity (H4-K16 specific)",8.4871706865285e-29,"3","6","2","5","Filtered","1","7","5","3","6","2","5","Filtered","0","7","5","31.103961944580078","9.061470985412598","3.9233040809631348","23.761913299560547","Filtered","NaN","16.571205139160156","8.955476760864258"
"211","vamp7","Vesicle-associated membrane protein 7","P70280","VAMP7_MOUSE","cytoplasm,lysosomal membrane,endoplasmic reticulum membrane,Golgi apparatus,trans-Golgi network,plasma membrane,cell surface,membrane,lamellipodium,cell junction,transport vesicle,secretory granule,integral component of synaptic vesicle membrane,secretory granule membrane,phagocytic vesicle membrane,platelet alpha granule,pseudopodium,SNARE complex,late endosome membrane,azurophil granule membrane,neuron projection,intracellular membrane-bounded organelle,apical part of cell,phagocytic vesicle,perinuclear region of cytoplasm,extracellular exosome","exocytosis,ER to Golgi vesicle-mediated transport,endocytosis,vesicle fusion,phagocytosis, engulfment,endosome to lysosome transport,vesicle-mediated transport,calcium ion regulated exocytosis,triglyceride transport,SNARE complex assembly,Golgi to plasma membrane protein transport,eosinophil degranulation,neutrophil degranulation,natural killer cell degranulation,vesicle transport along microtubule,vesicle fusion with Golgi apparatus,positive regulation of dendrite morphogenesis,regulation of protein targeting to vacuolar membrane,positive regulation of histamine secretion by mast cell","SNARE binding,SNAP receptor activity,protein binding,syntaxin binding",1.87975134742173e-05,"3","3","3","4","2","3","4","3","3","3","3","4","2","3","4","3","13.945196151733398","16.06698226928711","11.013749122619629","34.609283447265625","7.719185829162598","14.797287940979004","11.691383361816406","15.858305931091309"
"212","wnk1","Serine/threonine-protein kinase WNK1;Isoform 2 of Serine/threonine-protein kinase WNK1;Isoform 3 of Serine/threonine-protein kinase WNK1;Isoform 4 of Serine/threonine-protein kinase WNK1;Isoform 5 of Serine/threonine-protein kinase WNK1","P83741;P83741-2;P83741-3;P83741-4;P83741-5","WNK1_MOUSE","cytoplasm,cytosol,membrane;;;;","regulation of sodium ion transport,positive regulation of systemic arterial blood pressure,protein phosphorylation,ion transport,negative regulation of phosphatase activity,signal transduction by trans-phosphorylation,activation of protein kinase activity,intracellular signal transduction,protein autophosphorylation,regulation of cellular process,cellular response to calcium ion,negative regulation of protein serine/threonine kinase activity,negative regulation of pancreatic juice secretion;;;;","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,chloride channel inhibitor activity,potassium channel inhibitor activity,protein kinase binding,phosphatase binding,protein serine/threonine kinase inhibitor activity,protein kinase activator activity;;;;",0.000178241927113382,"2","4","Filtered","4","1","Filtered","3","3","2","4","Filtered","4","1","Filtered","3","3","12.262073516845703","11.259969711303711","Filtered","27.70296287536621","11.907170295715332","Filtered","21.97014617919922","13.28768253326416"
"213","tubg1;tubg2","Tubulin gamma-1 chain;Tubulin gamma-2 chain","P83887;Q8VCK3","TBG1_MOUSE;TBG2_MOUSE","pericentriolar material,condensed nuclear chromosome,spindle pole,gamma-tubulin complex,cytoplasm,centrosome,centriole,microtubule organizing center,polar microtubule,spindle microtubule,cytoplasmic microtubule,cilium,cell leading edge,ciliary basal body,apical part of cell,recycling endosome,Requires Ontology;pericentriolar material,gamma-tubulin complex,centrosome,microtubule,spindle microtubule,cytoplasmic microtubule","meiotic spindle organization,microtubule nucleation,mitotic spindle organization,regulation of mitotic nuclear division,cytoplasmic microtubule organization;microtubule nucleation,cytoplasmic microtubule organization","GTPase activity,structural constituent of cytoskeleton,protein binding,GTP binding,identical protein binding;GTPase activity,GTP binding",9.38541355806513e-05,"2","2","1","1","1","1","1","1","2","2","1","1","1","1","1","1","11.817809104919434","32.44014358520508","5.948939800262451","79.07923889160156","8.616300582885742","13.21804141998291","60.077247619628906","54.13380813598633"
"214","cxadr","Coxsackievirus and adenovirus receptor homolog;Isoform 2 of Coxsackievirus and adenovirus receptor homolog","P97792;P97792-2","CXAR_MOUSE","acrosomal vesicle,extracellular space,nucleus,nucleoplasm,cytoplasm,plasma membrane,cell-cell junction,adherens junction,cell-cell adherens junction,bicellular tight junction,intercalated disc,integral component of membrane,basolateral plasma membrane,apicolateral plasma membrane,cell junction,filopodium,growth cone,neuromuscular junction,neuron projection,protein complex,cell body,membrane raft;","mitochondrion organization,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,heart development,germ cell migration,epithelial structure maintenance,neutrophil chemotaxis,actin cytoskeleton reorganization,homotypic cell-cell adhesion,cell-cell junction organization,gamma-delta T cell activation,cardiac muscle fiber development,defense response to virus,negative regulation of cardiac muscle cell proliferation,positive regulation of epithelial cell proliferation involved in wound healing,transepithelial transport,AV node cell to bundle of His cell communication,AV node cell-bundle of His cell adhesion involved in cell communication,cell-cell adhesion,regulation of AV node cell action potential;","receptor binding,integrin binding,protein binding,beta-catenin binding,PDZ domain binding,identical protein binding,cell adhesion molecule binding,connexin binding,cell adhesive protein binding involved in AV node cell-bundle of His cell communication;",3.16523666557897e-16,"1","3","2","Filtered","2","Filtered","2","3","1","3","2","Filtered","2","Filtered","2","3","6.64419412612915","13.365621566772461","5.467307090759277","Filtered","4.1969499588012695","Filtered","22.62875747680664","8.877401351928711"
"215","shc1","SHC-transforming protein 1;Isoform p52Shc of SHC-transforming protein 1;Isoform p47Shc of SHC-transforming protein 1","P98083;P98083-2;P98083-3","SHC1_MOUSE","mitochondrial matrix,cytosol,plasma membrane;;","MAPK cascade,activation of MAPK activity,angiogenesis,epidermal growth factor receptor signaling pathway,heart development,insulin receptor signaling pathway,actin cytoskeleton reorganization,regulation of growth,regulation of cell proliferation,defense response to bacterium,negative regulation of apoptotic process,positive regulation of MAPK cascade,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of ERK1 and ERK2 cascade,cellular response to growth factor stimulus,cell-cell adhesion;;","phosphotyrosine binding,insulin receptor binding,insulin-like growth factor receptor binding,neurotrophin TRKA receptor binding,protein binding,receptor tyrosine kinase binding,ephrin receptor binding,epidermal growth factor binding;;",8.03845961217694e-05,"Filtered","2","Filtered","1","Filtered","Filtered","2","1","Filtered","2","Filtered","1","Filtered","Filtered","2","1","Filtered","14.863052368164062","Filtered","24.059911727905273","Filtered","Filtered","21.13759422302246","13.134721755981445"
"216","gnpat","Dihydroxyacetone phosphate acyltransferase","P98192","GNPAT_MOUSE","mitochondrion,peroxisome,peroxisomal membrane,peroxisomal matrix,membrane","glycerophospholipid metabolic process,synapse assembly,response to nutrient,ether lipid biosynthetic process,cerebellum morphogenesis,paranodal junction assembly,response to drug,myelination,response to starvation,membrane organization,response to fatty acid","catalytic activity,receptor binding,protein binding,glycerone-phosphate O-acyltransferase activity,palmitoyl-CoA hydrolase activity",1.44200925746553e-08,"2","1","3","1","2","2","1","1","2","1","3","1","2","2","1","1","32.407989501953125","32.0256462097168","32.87667465209961","27.366622924804688","31.238357543945312","27.08588218688965","14.75476360321045","17.23027229309082"
"217","gabpa","GA-binding protein alpha chain","Q00422","GABPA_MOUSE","nuclear chromatin,nucleus,nucleoplasm","negative regulation of transcription from RNA polymerase II promoter,in utero embryonic development,regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,positive regulation of gene expression,negative regulation of megakaryocyte differentiation,positive regulation of transcription from RNA polymerase II promoter,cellular response to dopamine","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,DNA binding,chromatin binding,activating transcription factor binding,transcription regulatory region DNA binding,protein heterodimerization activity",2.94372375630527e-13,"2","1","1","2","2","2","2","2","2","1","1","2","2","2","2","2","8.330360412597656","19.681415557861328","6.281521797180176","15.007573127746582","2.1732351779937744","3.84664249420166","18.833789825439453","22.311159133911133"
"218","grb7","Growth factor receptor-bound protein 7","Q03160","GRB7_MOUSE","cytosol,plasma membrane,focal adhesion,cytoplasmic stress granule,cell projection","signal transduction,positive regulation of signal transduction,negative regulation of translation,positive regulation of cell migration,stress granule assembly","RNA binding,SH3/SH2 adaptor activity,protein binding,protein kinase binding,phosphatidylinositol binding,identical protein binding",0.000569255306856278,"1","3","2","2","1","3","2","2","1","3","2","2","0","3","2","2","3.39210844039917","2.406336784362793","2.6144773960113525","9.099637031555176","NaN","2.6337053775787354","2.3917903900146484","1.1319777965545654"
"219","thbs2","Thrombospondin-2","Q03350","TSP2_MOUSE","proteinaceous extracellular matrix,basement membrane,extracellular space,platelet alpha granule","cell adhesion,negative regulation of angiogenesis,positive regulation of synapse assembly","calcium ion binding,protein binding,heparin binding",1.21222566561595e-25,"Filtered","Filtered","Filtered","3","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","3","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","14.442255020141602","Filtered","Filtered","Filtered","Filtered"
"220","rela","Transcription factor p65","Q04207","TF65_MOUSE","nuclear chromatin,nucleus,transcription factor complex,cytoplasm,cytosol,I-kappaB/NF-kappaB complex,NF-kappaB p50/p65 complex,NF-kappaB complex","negative regulation of transcription from RNA polymerase II promoter,liver development,hair follicle development,acetaldehyde metabolic process,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,defense response,inflammatory response,aging,positive regulation of cell proliferation,response to bacterium,animal organ morphogenesis,response to organic substance,response to UV-B,positive regulation of Schwann cell differentiation,cytokine-mediated signaling pathway,positive regulation of chondrocyte differentiation,response to muramyl dipeptide,response to progesterone,response to insulin,tumor necrosis factor-mediated signaling pathway,negative regulation of protein sumoylation,response to cobalamin,response to cytokine,cellular response to hepatocyte growth factor stimulus,response to muscle stretch,NIK/NF-kappaB signaling,negative regulation of protein catabolic process,response to drug,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,response to amino acid,response to morphine,regulation of DNA-templated transcription in response to stress,positive regulation of interleukin-12 biosynthetic process,innate immune response,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,negative regulation of insulin receptor signaling pathway,regulation of inflammatory response,positive regulation of T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,response to cAMP,cellular response to hydrogen peroxide,nucleotide-binding oligomerization domain containing 2 signaling pathway,response to interleukin-1,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,cellular response to peptidoglycan,cellular response to nicotine,cellular response to interleukin-1,cellular response to interleukin-6,cellular response to tumor necrosis factor,cellular response to peptide hormone stimulus,regulation of NIK/NF-kappaB signaling,negative regulation of NIK/NF-kappaB signaling,positive regulation of NIK/NF-kappaB signaling,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,positive regulation of pri-miRNA transcription from RNA polymerase II promoter,positive regulation of miRNA metabolic process,negative regulation of extrinsic apoptotic signaling pathway","RNA polymerase II regulatory region sequence-specific DNA binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,transcription factor activity, RNA polymerase II core promoter sequence-specific,core promoter sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding,protein binding,transcription factor binding,enzyme binding,protein kinase binding,chromatin DNA binding,ubiquitin protein ligase binding,protein complex binding,activating transcription factor binding,phosphate ion binding,identical protein binding,protein homodimerization activity,actinin binding,histone deacetylase binding,sequence-specific DNA binding,transcription regulatory region DNA binding,protein heterodimerization activity,protein N-terminus binding,NF-kappaB binding,repressing transcription factor binding,ankyrin repeat binding",1.24748486267028e-16,"2","4","2","3","1","4","4","4","2","4","2","3","1","4","4","4","7.895877838134766","14.0101900100708","4.683631420135498","15.660962104797363","5.921011447906494","3.1347975730895996","16.088878631591797","13.798600196838379"
"221","cbfb","Core-binding factor subunit beta;Isoform 2 of Core-binding factor subunit beta","Q08024;Q08024-2","PEBB_MOUSE","nucleus,nucleoplasm,membrane,protein complex;","protein polyubiquitination,ossification,osteoblast differentiation,lymphocyte differentiation,myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter,cell maturation,definitive hemopoiesis;","DNA binding,transcription coactivator activity,protein binding;",2.30829254063916e-12,"Filtered","1","Filtered","2","1","1","2","1","Filtered","1","Filtered","2","1","1","2","1","Filtered","46.05802536010742","Filtered","99.47552490234375","12.50075626373291","17.523109436035156","67.85208129882812","52.324073791503906"
"222","trio","Triple functional domain protein;Isoform 3 of Triple functional domain protein;Isoform 4 of Triple functional domain protein","Q0KL02;Q0KL02-3;Q0KL02-4","TRIO_MOUSE","cytoplasm;;","protein phosphorylation,regulation of Rho protein signal transduction,positive regulation of GTPase activity,negative regulation of fat cell differentiation;;","protein serine/threonine kinase activity,Rho guanyl-nucleotide exchange factor activity,ATP binding,enzyme binding;;",0.000427371966690828,"1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","3751.38525390625","1465.1512451171875","4007.02294921875","3555.570556640625","2744.507568359375","3564.88232421875","1085.3035888671875","2015.6114501953125"
"223","rbm15","Protein Rbm15","Q0VBL3","Q0VBL3_MOUSE","nucleus,nucleoplasm,nuclear speck","negative regulation of transcription from RNA polymerase II promoter,mRNA splicing, via spliceosome,patterning of blood vessels,positive regulation of transcription of Notch receptor target,negative regulation of myeloid cell differentiation,spleen development,ventricular septum morphogenesis,placenta blood vessel development","nucleic acid binding,RNA binding,protein binding",3.28537902234322e-05,"1","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","5.678970813751221","8.170960426330566","3.920971632003784","14.381573677062988","7.1592607498168945","6.938374042510986","18.24659538269043","12.052297592163086"
"224","slc39a7","Zinc transporter SLC39A7","Q31125","S39A7_MOUSE","nucleoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,integral component of membrane","cellular zinc ion homeostasis,zinc II ion transmembrane transport","zinc ion transmembrane transporter activity,protein binding",0.00446159404617838,"2","1","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","2","1","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered","2.0841851234436035","2.828247547149658","Filtered","Filtered","Filtered","Filtered","Filtered","Filtered"
"225","hddc2","HD domain-containing protein 2","Q3SXD3","HDDC2_MOUSE","mitochondrion,extracellular exosome","biological_process","molecular_function",1.82295983255522e-09,"2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","7.289186477661133","8.616168975830078","19.809412002563477","18.025863647460938","10.417153358459473","9.378340721130371","7.76515007019043","10.662093162536621"
"226","foxred1","FAD-dependent oxidoreductase domain-containing protein 1;Isoform 2 of FAD-dependent oxidoreductase domain-containing protein 1","Q3TQB2;Q3TQB2-2","FXRD1_MOUSE","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane;","mitochondrial respiratory chain complex I assembly,oxidation-reduction process;","oxidoreductase activity;",0.00275782888799864,"2","Filtered","1","Filtered","1","1","2","2","2","Filtered","1","Filtered","1","1","2","2","23.06394386291504","Filtered","790.5289306640625","Filtered","3.2765283584594727","448.1240234375","108.98136138916016","123.31562805175781"
"227","yipf3","Protein YIPF3","Q3UDR8","YIPF3_MOUSE","Golgi apparatus,plasma membrane,integral component of membrane,transport vesicle,intracellular membrane-bounded organelle","biological_process,cell differentiation","molecular_function",7.10871945849622e-16,"2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","9.180334091186523","21.80741310119629","7.304687023162842","12.62681770324707","24.987285614013672","6.350435256958008","8.682287216186523","8.142711639404297"
"228","brd4","Bromodomain-containing protein 4","Q3UH70;Q9ESU6","Q3UH70_MOUSE;BRD4_MOUSE",";nuclear chromatin,condensed nuclear chromosome,nucleus,DNA-directed RNA polymerase II, core complex,cyclin/CDK positive transcription elongation factor complex,nucleolus",";regulation of transcription involved in G1/S transition of mitotic cell cycle,inner cell mass cell proliferation,transcription, DNA-templated,protein phosphorylation,chromosome segregation,positive regulation of G2/M transition of mitotic cell cycle,positive regulation of transcription elongation from RNA polymerase II promoter,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of DNA binding,histone H4-K12 acetylation,histone H3-K14 acetylation,positive regulation of transcription from RNA polymerase II promoter,protein autophosphorylation,regulation of inflammatory response,regulation of phosphorylation of RNA polymerase II C-terminal domain",";RNA polymerase II core binding,p53 binding,DNA binding,chromatin binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,protein C-terminus binding,RNA polymerase II carboxy-terminal domain kinase activity,GTP-dependent protein kinase activity,lysine-acetylated histone binding,RNA polymerase II C-terminal domain phosphoserine binding",0.000214468069342137,"1","3","Filtered","3","3","Filtered","3","2","1","3","Filtered","3","3","Filtered","3","2","3.206918239593506","13.147465705871582","Filtered","6.623979091644287","3.1730668544769287","Filtered","17.407442092895508","9.463240623474121"
